product_num,brand,url,type,title,community,market,state,city,fullzips,msa,price,date
4379,Beazer Homes,https://www.beazer.com/houston-tx/montgomery-ridge/berkshire/19749-flag-view-drive,House,Berkshire 2212,Montgomery Ridge,Houston,TX,Montgomery,77356,Montgomery,426584.0,09/05/2024 10:50:25 PM
9065,Beazer Homes,https://www.beazer.com/houston-tx/montgomery-ridge/cascade/19653-montgomery-ridge-way,House,Cascade 2323,Montgomery Ridge,Houston,TX,Montgomery,77356,Montgomery,442318.0,09/05/2024 10:50:25 PM
3437,Beazer Homes,https://www.beazer.com/houston-tx/montgomery-ridge/cascade/19725-flag-view-drive,House,Cascade 2206,Montgomery Ridge,Houston,TX,Montgomery,77356,Montgomery,453745.0,09/05/2024 10:50:25 PM
4993,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/hays/21923-oron-maple-way,House,Hays 1153,Sorella,Houston,TX,Tomball,77377,Tomball,283250.0,09/05/2024 10:50:25 PM
1197,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/mccullough/21907-oron-maple-way,House,Mccullough 1149,Sorella,Houston,TX,Tomball,77377,Tomball,307827.0,09/05/2024 10:50:25 PM
5685,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/mccullough/21927-oron-maple-way,House,Mccullough 1154,Sorella,Houston,TX,Tomball,77377,Tomball,309016.0,09/05/2024 10:50:25 PM
3492,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/mccullough/21303-barcelona-heights-trl,House,Mccullough 1141,Sorella,Houston,TX,Tomball,77377,Tomball,319848.0,09/05/2024 10:50:25 PM
6384,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/mccullough/21315-catelonia-yew-ct,House,Mccullough 1166,Sorella,Houston,TX,Tomball,77377,Tomball,326848.0,09/05/2024 10:50:25 PM
4867,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/austin/21310-catelonia-yew-ct,House,Austin 1161,Sorella,Houston,TX,Tomball,77377,Tomball,354412.0,09/05/2024 10:50:25 PM
6526,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/allegheny/21314-fresno-brook-cir,House,Allegheny 1128,Sorella,Houston,TX,Tomball,77377,Tomball,359644.0,09/05/2024 10:50:25 PM
9050,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/walker/21319-barcelona-heights-trl,House,Walker 1145,Sorella,Houston,TX,Tomball,77377,Tomball,360118.0,09/05/2024 10:50:25 PM
6565,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/brook/21835-carballo-oak-trl,House,Brook 1123,Sorella,Houston,TX,Tomball,77377,Tomball,366324.0,09/05/2024 10:50:25 PM
6328,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/sierra/21302-fresno-brook-cir,House,Sierra 1131,Sorella,Houston,TX,Tomball,77377,Tomball,376003.0,09/05/2024 10:50:25 PM
7937,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/teton/21823-carballo-oak-trl,House,Teton 1120,Sorella,Houston,TX,Tomball,77377,Tomball,390109.0,09/05/2024 10:50:25 PM
6958,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/teton/21318-fresno-brook-cir,House,Teton 1127,Sorella,Houston,TX,Tomball,77377,Tomball,411952.0,09/05/2024 10:50:25 PM
8126,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/berkshire/21839-carballo-oak-trl,House,Berkshire 1124,Sorella,Houston,TX,Tomball,77377,Tomball,415219.0,09/05/2024 10:50:25 PM
6365,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/berkshire/21819-carballo-oak-trl,House,Berkshire 1119,Sorella,Houston,TX,Tomball,77377,Tomball,416424.0,09/05/2024 10:50:25 PM
6392,Beazer Homes,https://www.beazer.com/houston-tx/sorella-/cascade/21803-carballo-oak-trl,House,Cascade 1115,Sorella,Houston,TX,Tomball,77377,Tomball,432451.0,09/05/2024 10:50:25 PM
8400,Beazer Homes,https://www.beazer.com/houston-tx/sunrise-cove/sierra/3217-fig-tree-lane,House,Sierra 1203,Sunrise Cove,Houston,TX,Texas City,77590,Texas City,279598.0,09/05/2024 10:50:25 PM
4617,Beazer Homes,https://www.beazer.com/houston-tx/sunrise-cove/allegheny/3213-fig-tree-lane,House,Allegheny 1204,Sunrise Cove,Houston,TX,Texas City,77590,Texas City,307210.0,09/05/2024 10:50:25 PM
4337,Beazer Homes,https://www.beazer.com/houston-tx/sunrise-cove/brook/3221-fig-tree-lane,House,Brook 1202,Sunrise Cove,Houston,TX,Texas City,77590,Texas City,319885.0,09/05/2024 10:50:25 PM
8420,Beazer Homes,https://www.beazer.com/houston-tx/sunrise-cove/brook/3209-21st-street-north,House,Brook 1508,Sunrise Cove,Houston,TX,Texas City,77590,Texas City,351986.0,09/05/2024 10:50:25 PM
9726,Beazer Homes,https://www.beazer.com/houston-tx/sunrise-cove/teton/3225-fig-tree-lane,House,Teton 1201,Sunrise Cove,Houston,TX,Texas City,77590,Texas City,361421.0,09/05/2024 10:50:25 PM
6920,Beazer Homes,https://www.beazer.com/houston-tx/sunrise-cove/berkshire/3213-21st-street-north,House,Berkshire 1509,Sunrise Cove,Houston,TX,Texas City,77590,Texas City,379195.0,09/05/2024 10:50:25 PM
4736,Beazer Homes,https://www.beazer.com/houston-tx/sunrise-cove/teton/3205-21st-street-north,House,Teton 1507,Sunrise Cove,Houston,TX,Texas City,77590,Texas City,381417.0,09/05/2024 10:50:25 PM
4896,Beazer Homes,https://www.beazer.com/houston-tx/madeley-creek/hickory/7215-rolling-valley-lane,House,Hickory 1204,Madeley Creek,Houston,TX,Conroe,77304,Conroe,322140.0,09/05/2024 10:50:25 PM
8776,Beazer Homes,https://www.beazer.com/houston-tx/arabella-on-the-prairie/cyril/5118-mulberry-thicket-trl,House,Cyril 1317,Arabella On The Prairie,Houston,TX,Richmond,77469,Richmond,396651.0,09/05/2024 10:50:25 PM
1339,Beazer Homes,https://www.beazer.com/houston-tx/arabella-on-the-prairie/cyril/6930-glennwick-grove-ln,House,Cyril 2516,Arabella On The Prairie,Houston,TX,Richmond,77469,Richmond,407496.0,09/05/2024 10:50:25 PM
8695,Beazer Homes,https://www.beazer.com/houston-tx/arabella-on-the-prairie/anderson/5139-mulberry-thicket-trl,House,Anderson 1222,Arabella On The Prairie,Houston,TX,Richmond,77469,Richmond,440804.0,09/05/2024 10:50:25 PM
1640,Beazer Homes,https://www.beazer.com/houston-tx/arabella-on-the-prairie/cameron/5119-mulberry-thicket-trl,House,Cameron 1217,Arabella On The Prairie,Houston,TX,Richmond,77469,Richmond,467948.0,09/05/2024 10:50:25 PM
4020,Beazer Homes,https://www.beazer.com/houston-tx/arabella-on-the-prairie/crockett/5123-mulberry-thicket-trl,House,Crockett 1218,Arabella On The Prairie,Houston,TX,Richmond,77469,Richmond,473051.0,09/05/2024 10:50:25 PM
9459,Beazer Homes,https://www.beazer.com/houston-tx/arabella-on-the-prairie/crockett/5107-mulberry-thicket-trl,House,Crockett 1214,Arabella On The Prairie,Houston,TX,Richmond,77469,Richmond,497271.0,09/05/2024 10:50:25 PM
7833,Beazer Homes,https://www.beazer.com/houston-tx/arabella-on-the-prairie/armstrong/6922-glennwick-grove-ln,House,Armstrong 2518,Arabella On The Prairie,Houston,TX,Richmond,77469,Richmond,517617.0,09/05/2024 10:50:25 PM
8408,Beazer Homes,https://www.beazer.com/houston-tx/arabella-on-the-prairie/fenway/5222-oakland-bluff-ln,House,Fenway 2528,Arabella On The Prairie,Houston,TX,Richmond,77469,Richmond,539781.0,09/05/2024 10:50:25 PM
8664,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/hays/27106-blue-pool-dr,House,Hays 3211,Sunterra,Houston,TX,Katy,77493,Katy,340551.0,09/05/2024 10:50:25 PM
5243,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/austin/5814-linda-cove-ln,House,Austin 3227,Sunterra,Houston,TX,Katy,77493,Katy,365768.0,09/05/2024 10:50:25 PM
9248,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/mccullough/5830-linda-cove-ln,House,Mccullough 3223,Sunterra,Houston,TX,Katy,77493,Katy,367455.0,09/05/2024 10:50:25 PM
6052,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/maxwell/5618-birchwood-glen-dr,House,Maxwell 4533,Sunterra,Houston,TX,Katy,77493,Katy,385120.0,09/05/2024 10:50:25 PM
3982,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/allegheny/27034-costa-creek-dr,House,Allegheny 2118,Sunterra,Houston,TX,Katy,77493,Katy,385881.0,09/05/2024 10:50:25 PM
3948,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/hickory/5606-pearl-vista-dr,House,Hickory 4515,Sunterra,Houston,TX,Katy,77493,Katy,387040.0,09/05/2024 10:50:25 PM
4426,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/quintera/5626-birchwood-glen-dr,House,Quintera 4531,Sunterra,Houston,TX,Katy,77493,Katy,398891.0,09/05/2024 10:50:25 PM
2199,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/brook/5610-bermuda-sands-dr,House,Brook 2132,Sunterra,Houston,TX,Katy,77493,Katy,404151.0,09/05/2024 10:50:25 PM
5947,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/maxwell/5639-birchwood-glen-dr,House,Maxwell 4526,Sunterra,Houston,TX,Katy,77493,Katy,414439.0,09/05/2024 10:50:25 PM
6667,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/teton/27002-costa-creek-dr,House,Teton 2126,Sunterra,Houston,TX,Katy,77493,Katy,421096.0,09/05/2024 10:50:25 PM
4942,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/emory/5622-birchwood-glen-dr,House,Emory 4532,Sunterra,Houston,TX,Katy,77493,Katy,426439.0,09/05/2024 10:50:25 PM
7202,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/alder/5502-pearl-vista-dr,House,Alder 4213,Sunterra,Houston,TX,Katy,77493,Katy,434050.0,09/05/2024 10:50:25 PM
8749,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/berkshire/5615-coral-land-dr,House,Berkshire 2116,Sunterra,Houston,TX,Katy,77493,Katy,441735.0,09/05/2024 10:50:25 PM
9803,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/alder/5623-birchwood-glen-dr,House,Alder 4522,Sunterra,Houston,TX,Katy,77493,Katy,457964.0,09/05/2024 10:50:25 PM
5350,Beazer Homes,https://www.beazer.com/houston-tx/sunterra-/cascade/5630-bermuda-sands-dr,House,Cascade 2127,Sunterra,Houston,TX,Katy,77493,Katy,476573.0,09/05/2024 10:50:25 PM
7836,Beazer Homes,https://www.beazer.com/houston-tx/the-highlands/cibola/7210-greenstone-ridge,House,Cibola 1220,The Highlands,Houston,TX,Porter,77365,Porter,368070.0,09/05/2024 10:50:25 PM
5069,Beazer Homes,https://www.beazer.com/houston-tx/the-highlands/serendipity/21415-llano-grande-blvd,House,Serendipity 1468,The Highlands,Houston,TX,Porter,77365,Porter,373518.0,09/05/2024 10:50:25 PM
4916,Beazer Homes,https://www.beazer.com/houston-tx/the-highlands/bellissimo/7214-greenstone-ridge,House,Bellissimo 1219,The Highlands,Houston,TX,Porter,77365,Porter,396460.0,09/05/2024 10:50:25 PM
3653,Beazer Homes,https://www.beazer.com/houston-tx/the-highlands/reflection/7218-greenstone-ridge,House,Reflection 1218,The Highlands,Houston,TX,Porter,77365,Porter,398629.0,09/05/2024 10:50:25 PM
2930,Beazer Homes,https://www.beazer.com/houston-tx/the-highlands/reflection/21459-llano-grande-blvd,House,Reflection 1117,The Highlands,Houston,TX,Porter,77365,Porter,400562.0,09/05/2024 10:50:25 PM
2930,Beazer Homes,https://www.beazer.com/houston-tx/the-highlands/prosperity/21427-llano-grande-blvd,House,Prosperity 1465,The Highlands,Houston,TX,Porter,77365,Porter,419192.0,09/05/2024 10:50:25 PM
7747,Beazer Homes,https://www.beazer.com/houston-tx/the-highlands/serendipity/7122-calico-trail,House,Serendipity 1203,The Highlands,Houston,TX,Porter,77365,Porter,425173.0,09/05/2024 10:50:25 PM
2355,Beazer Homes,https://www.beazer.com/houston-tx/elyson/reflection/7718-leaping-stag-ln,House,Reflection 2166,Elyson,Houston,TX,Katy,77493,Katy,369587.0,09/05/2024 10:50:25 PM
8943,Beazer Homes,https://www.beazer.com/houston-tx/elyson/reflection/7742-leaping-stag-ln,House,Reflection 2160,Elyson,Houston,TX,Katy,77493,Katy,369936.0,09/05/2024 10:50:25 PM
9073,Beazer Homes,https://www.beazer.com/houston-tx/elyson/messina/6450-pomegranate-blossom-dr,House,Messina 1101,Elyson,Houston,TX,Katy,77493,Katy,389221.0,09/05/2024 10:50:25 PM
2989,Beazer Homes,https://www.beazer.com/houston-tx/elyson/grand-rouge/7627-cattail-shallows-ln,House,Grand Rouge 2110,Elyson,Houston,TX,Katy,77493,Katy,421968.0,09/05/2024 10:50:25 PM
3564,Beazer Homes,https://www.beazer.com/houston-tx/elyson/messina/7623-cattail-shallows-ln,House,Messina 2109,Elyson,Houston,TX,Katy,77493,Katy,422278.0,09/05/2024 10:50:25 PM
1662,Beazer Homes,https://www.beazer.com/houston-tx/mavera/anderson/15977-hayes-market-loop,House,Anderson 4257,Mavera,Houston,TX,Conroe,77302,Conroe,339561.0,09/05/2024 10:50:25 PM
4827,Beazer Homes,https://www.beazer.com/houston-tx/mavera/cyril/14523-clementine-hall-dr,House,Cyril 4223,Mavera,Houston,TX,Conroe,77302,Conroe,349762.0,09/05/2024 10:50:25 PM
1770,Beazer Homes,https://www.beazer.com/houston-tx/mavera/cameron/15707-rosemary-hill-lane,House,Cameron 4209,Mavera,Houston,TX,Conroe,77302,Conroe,379601.0,09/05/2024 10:50:25 PM
1429,Beazer Homes,https://www.beazer.com/houston-tx/mavera/crockett/15746-rosemary-hill-lane,House,Crockett 4115,Mavera,Houston,TX,Conroe,77302,Conroe,409594.0,09/05/2024 10:50:25 PM
2495,Beazer Homes,https://www.beazer.com/houston-tx/mavera/cameron/15739-rosemary-hill-lane,House,Cameron 4217,Mavera,Houston,TX,Conroe,77302,Conroe,419511.0,09/05/2024 10:50:25 PM
4031,Beazer Homes,https://www.beazer.com/houston-tx/mavera/armstrong/15603-iron-peak-court,House,Armstrong 6313,Mavera,Houston,TX,Conroe,77302,Conroe,477898.0,09/05/2024 10:50:25 PM
6589,Beazer Homes,https://www.beazer.com/houston-tx/mavera/sedona/15703-pearl-hill-court,House,Sedona 6328,Mavera,Houston,TX,Conroe,77302,Conroe,489402.0,09/05/2024 10:50:25 PM
9137,Beazer Homes,https://www.beazer.com/houston-tx/mavera/mckinney/16147-sapphire-crest-dr,House,Mckinney 6135,Mavera,Houston,TX,Conroe,77302,Conroe,508114.0,09/05/2024 10:50:25 PM
5189,Beazer Homes,https://www.beazer.com/houston-tx/sienna/cibola/10134-water-harbor-dr,House,Cibola 9208,Sienna,Houston,TX,Missouri City,77459,Missouri City,353018.0,09/05/2024 10:50:25 PM
3834,Beazer Homes,https://www.beazer.com/houston-tx/sienna/cibola/10318-tranquil-lake-dr,House,Cibola 3203,Sienna,Houston,TX,Missouri City,77459,Missouri City,423924.0,09/05/2024 10:50:25 PM
9025,Beazer Homes,https://www.beazer.com/houston-tx/sienna/enchante/1614-forest-mist-dr,House,Enchante 9117,Sienna,Houston,TX,Missouri City,77459,Missouri City,443645.0,09/05/2024 10:50:25 PM
2488,Beazer Homes,https://www.beazer.com/houston-tx/sienna/messina/10327-tranquil-lake-dr,House,Messina 3117,Sienna,Houston,TX,Missouri City,77459,Missouri City,450590.0,09/05/2024 10:50:25 PM
4111,Beazer Homes,https://www.beazer.com/houston-tx/sienna/prosperity/1610-forest-mist-dr,House,Prosperity 9118,Sienna,Houston,TX,Missouri City,77459,Missouri City,460504.0,09/05/2024 10:50:25 PM
6673,Beazer Homes,https://www.beazer.com/houston-tx/sienna/reflection/1610-anchor-breeze-dr,House,Reflection 3130,Sienna,Houston,TX,Missouri City,77459,Missouri City,460533.0,09/05/2024 10:50:25 PM
8228,Beazer Homes,https://www.beazer.com/houston-tx/sienna/messina/1702-anchor-breeze-dr,House,Messina 3125,Sienna,Houston,TX,Missouri City,77459,Missouri City,500443.0,09/05/2024 10:50:25 PM
6902,Beazer Homes,https://www.beazer.com/houston-tx/amira-/hickory/18811-brego-ln,House,Hickory 5532,Amira,Houston,TX,Tomball,77377-2930,Tomball,357424.0,09/05/2024 10:50:25 PM
9740,Beazer Homes,https://www.beazer.com/houston-tx/amira-/hickory/19734-palomino-prairie-trl,House,Hickory 2702,Amira,Houston,TX,Tomball,77377-2930,Tomball,374314.0,09/05/2024 10:50:25 PM
9952,Beazer Homes,https://www.beazer.com/houston-tx/amira-/maxwell/18855-brego-ln,House,Maxwell 5543,Amira,Houston,TX,Tomball,77377-2930,Tomball,380793.0,09/05/2024 10:50:25 PM
8041,Beazer Homes,https://www.beazer.com/houston-tx/amira-/quintera/20914-snowmane-stable-way,House,Quintera 5521,Amira,Houston,TX,Tomball,77377-2930,Tomball,383905.0,09/05/2024 10:50:25 PM
3709,Beazer Homes,https://www.beazer.com/houston-tx/amira-/maxwell/19722-palomino-prairie-trl,House,Maxwell 2705,Amira,Houston,TX,Tomball,77377-2930,Tomball,396909.0,09/05/2024 10:50:25 PM
4301,Beazer Homes,https://www.beazer.com/houston-tx/amira-/maxwell/19835-palomino-prairie-trl,House,Maxwell 2822,Amira,Houston,TX,Tomball,77377-2930,Tomball,411983.0,09/05/2024 10:50:25 PM
3436,Beazer Homes,https://www.beazer.com/houston-tx/amira-/anderson/19319-belmont-stakes-way,House,Anderson 9815,Amira,Houston,TX,Tomball,77377-2930,Tomball,424038.0,09/05/2024 10:50:25 PM
5931,Beazer Homes,https://www.beazer.com/houston-tx/amira-/emory/18839-brego-ln,House,Emory 5539,Amira,Houston,TX,Tomball,77377-2930,Tomball,428331.0,09/05/2024 10:50:25 PM
8101,Beazer Homes,https://www.beazer.com/houston-tx/amira-/emory/19819-palomino-prairie-trl,House,Emory 2818,Amira,Houston,TX,Tomball,77377-2930,Tomball,440504.0,09/05/2024 10:50:25 PM
2943,Beazer Homes,https://www.beazer.com/houston-tx/amira-/alder/19735-palomino-prairie-trl,House,Alder 2811,Amira,Houston,TX,Tomball,77377-2930,Tomball,485989.0,09/05/2024 10:50:25 PM
2964,Beazer Homes,https://www.beazer.com/houston-tx/amira-/crockett/19335-belmont-stakes-way,House,Crockett 9811,Amira,Houston,TX,Tomball,77377-2930,Tomball,503432.0,09/05/2024 10:50:25 PM
7852,Beazer Homes,https://www.beazer.com/houston-tx/amira-/crockett/19622-palomino-prairie-trl,House,Crockett 5104,Amira,Houston,TX,Tomball,77377-2930,Tomball,519544.0,09/05/2024 10:50:25 PM
9057,Beazer Homes,https://www.beazer.com/houston-tx/amira-/armstrong/21031-secretariat-meadow-ln,House,Armstrong 9611,Amira,Houston,TX,Tomball,77377-2930,Tomball,534162.0,09/05/2024 10:50:25 PM
9918,Beazer Homes,https://www.beazer.com/houston-tx/amira-/mckinney/19303-derby-run-ln,House,Mckinney 9723,Amira,Houston,TX,Tomball,77377-2930,Tomball,539469.0,09/05/2024 10:50:25 PM
7099,Beazer Homes,https://www.beazer.com/houston-tx/amira-/fenway/19331-derby-run-ln,House,Fenway 9716,Amira,Houston,TX,Tomball,77377-2930,Tomball,563346.0,09/05/2024 10:50:25 PM
3571,Beazer Homes,https://www.beazer.com/houston-tx/amira-/mckinney/21015-secretariat-meadow-ln,House,Mckinney 9607,Amira,Houston,TX,Tomball,77377-2930,Tomball,564017.0,09/05/2024 10:50:25 PM
5063,Beazer Homes,https://www.beazer.com/houston-tx/amira-/sedona/19607-palomino-prairie-trl,House,Sedona 5215,Amira,Houston,TX,Tomball,77377-2930,Tomball,564203.0,09/05/2024 10:50:25 PM
5255,Beazer Homes,https://www.beazer.com/houston-tx/amira-/sedona/19626-palomino-prairie-trl,House,Sedona 5103,Amira,Houston,TX,Tomball,77377-2930,Tomball,564884.0,09/05/2024 10:50:25 PM
3656,Beazer Homes,https://www.beazer.com/houston-tx/amira-/fenway/19527-palomino-prairie-trl,House,Fenway 5212,Amira,Houston,TX,Tomball,77377-2930,Tomball,568799.0,09/05/2024 10:50:25 PM
4192,Beazer Homes,https://www.beazer.com/houston-tx/amira-/kerrville/19231-derby-run-ln,House,Kerrville 1622,Amira,Houston,TX,Tomball,77377-2930,Tomball,609382.0,09/05/2024 10:50:25 PM
3301,Beazer Homes,https://www.beazer.com/houston-tx/amira-/fredericksburg/19110-riding-spur-rd,House,Fredericksburg 1720,Amira,Houston,TX,Tomball,77377-2930,Tomball,614371.0,09/05/2024 10:50:25 PM
4781,Beazer Homes,https://www.beazer.com/houston-tx/amira-/fredericksburg/20922-whirlaway-green-cir,House,Fredericksburg 1505,Amira,Houston,TX,Tomball,77377-2930,Tomball,618471.0,09/05/2024 10:50:25 PM
8097,Beazer Homes,https://www.beazer.com/houston-tx/amira-/kerrville/20914-preakness-stakes-trl,House,Kerrville 1517,Amira,Houston,TX,Tomball,77377-2930,Tomball,655577.0,09/05/2024 10:50:25 PM
6351,Beazer Homes,https://www.beazer.com/houston-tx/amira-/harper/20926-whirlaway-green-cir,House,Harper 1504,Amira,Houston,TX,Tomball,77377-2930,Tomball,713253.0,09/05/2024 10:50:25 PM
8427,Beazer Homes,https://www.beazer.com/houston-tx/jordan-ranch/reflection/2315-birch-view-ln,House,Reflection 2148,Jordan Ranch,Houston,TX,Katy,77494,Katy,396630.0,09/05/2024 10:50:25 PM
3276,Beazer Homes,https://www.beazer.com/houston-tx/jordan-ranch/reflection/2331-birch-view-ln,House,Reflection 2152,Jordan Ranch,Houston,TX,Katy,77494,Katy,405635.0,09/05/2024 10:50:25 PM
1442,Beazer Homes,https://www.beazer.com/houston-tx/jordan-ranch/reflection/2219-grapewood-ln,House,Reflection 2301,Jordan Ranch,Houston,TX,Katy,77494,Katy,413291.0,09/05/2024 10:50:25 PM
1222,Beazer Homes,https://www.beazer.com/houston-tx/jordan-ranch/cibola/2110-grapewood-ln,House,Cibola 2132,Jordan Ranch,Houston,TX,Katy,77494,Katy,423334.0,09/05/2024 10:50:25 PM
2287,Beazer Homes,https://www.beazer.com/houston-tx/jordan-ranch/serendipity/2327-birch-view-ln,House,Serendipity 2151,Jordan Ranch,Houston,TX,Katy,77494,Katy,439866.0,09/05/2024 10:50:25 PM
9103,Beazer Homes,https://www.beazer.com/houston-tx/jordan-ranch/enchante/2219-birch-view-ln,House,Enchante 2139,Jordan Ranch,Houston,TX,Katy,77494,Katy,472882.0,09/05/2024 10:50:25 PM
2640,Beazer Homes,https://www.beazer.com/houston-tx/jordan-ranch/prosperity/2223-birch-view-ln,House,Prosperity 2140,Jordan Ranch,Houston,TX,Katy,77494,Katy,489660.0,09/05/2024 10:50:25 PM
3169,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/hickory/12634-white-pelican-ct,House,Hickory 4305,Bridgeland,Houston,TX,Cypress,77433,Cypress,381602.0,09/05/2024 10:50:25 PM
1627,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/hickory/21115-lady-of-the-lake-ln,House,Hickory 4322,Bridgeland,Houston,TX,Cypress,77433,Cypress,401743.0,09/05/2024 10:50:25 PM
2805,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/maxwell/12606-bonnie-barge-ct,House,Maxwell 4329,Bridgeland,Houston,TX,Cypress,77433,Cypress,459380.0,09/05/2024 10:50:25 PM
5587,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/hickory/21118-austin-chalk-dr,House,Hickory 4116,Bridgeland,Houston,TX,Cypress,77433,Cypress,462019.0,09/05/2024 10:50:25 PM
2989,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/cameron/21722-prickly-caterpillar-ct,House,Cameron 6136,Bridgeland,Houston,TX,Cypress,77433,Cypress,506353.0,09/05/2024 10:50:25 PM
5164,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/mckinney/21914-soldier-butterfly-ct,House,Mckinney 2425,Bridgeland,Houston,TX,Cypress,77433,Cypress,541662.0,09/05/2024 10:50:25 PM
7594,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/crockett/21918-soldier-butterfly-ct,House,Crockett 2424,Bridgeland,Houston,TX,Cypress,77433,Cypress,543898.0,09/05/2024 10:50:25 PM
3119,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/fenway/21922-soldier-butterfly-ct,House,Fenway 2423,Bridgeland,Houston,TX,Cypress,77433,Cypress,575296.0,09/05/2024 10:50:25 PM
1931,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/sedona/10907-tropical-queen-ln,House,Sedona 2402,Bridgeland,Houston,TX,Cypress,77433,Cypress,590785.0,09/05/2024 10:50:25 PM
4628,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/sedona/21926-citrus-grove-ct,House,Sedona 2407,Bridgeland,Houston,TX,Cypress,77433,Cypress,594086.0,09/05/2024 10:50:25 PM
8089,Beazer Homes,https://www.beazer.com/houston-tx/bridgeland/mckinney/21918-citrus-grove-ct,House,Mckinney 2409,Bridgeland,Houston,TX,Cypress,77433,Cypress,606886.0,09/05/2024 10:50:25 PM
8057,Beazer Homes,https://www.beazer.com/houston-tx/the-groves-/cibola/11810-gramina-way,House,Cibola 2508,The Groves,Houston,TX,Humble,77346,Humble,379415.0,09/05/2024 10:50:25 PM
4243,Beazer Homes,https://www.beazer.com/houston-tx/the-groves-/reflection/11818-gramina-way,House,Reflection 2506,The Groves,Houston,TX,Humble,77346,Humble,385824.0,09/05/2024 10:50:25 PM
4073,Beazer Homes,https://www.beazer.com/houston-tx/the-groves-/serendipity/11806-gramina-way,House,Serendipity 2509,The Groves,Houston,TX,Humble,77346,Humble,393140.0,09/05/2024 10:50:25 PM
8954,Beazer Homes,https://www.beazer.com/houston-tx/the-groves-/bellissimo/11814-gramina-way,House,Bellissimo 2507,The Groves,Houston,TX,Humble,77346,Humble,397107.0,09/05/2024 10:50:25 PM
7969,Beazer Homes,https://www.beazer.com/houston-tx/the-groves-/enchante/11730-gramina-way,House,Enchante 2513,The Groves,Houston,TX,Humble,77346,Humble,397583.0,09/05/2024 10:50:25 PM
6162,Beazer Homes,https://www.beazer.com/houston-tx/the-groves-/reflection/11802-gramina-way,House,Reflection 2510,The Groves,Houston,TX,Humble,77346,Humble,400691.0,09/05/2024 10:50:25 PM
7743,Beazer Homes,https://www.beazer.com/houston-tx/the-groves-/messina/11738-gramina-way,House,Messina 2511,The Groves,Houston,TX,Humble,77346,Humble,408810.0,09/05/2024 10:50:25 PM
3160,Beazer Homes,https://www.beazer.com/houston-tx/gatherings-at-chambers-creek/cibola/14249-juniper-breeze-court,House,Cibola 2132,Gatherings At Chambers Creek,Houston,TX,Willis,77318,Willis,392707.0,09/05/2024 10:50:25 PM
5372,Beazer Homes,https://www.beazer.com/houston-tx/gatherings-at-chambers-creek/bellissimo/14233-juniper-breeze-court,House,Bellissimo 2135,Gatherings At Chambers Creek,Houston,TX,Willis,77318,Willis,402900.0,09/05/2024 10:50:25 PM
3568,Beazer Homes,https://www.beazer.com/houston-tx/gatherings-at-chambers-creek/bellissimo/14243-juniper-breeze-court,House,Bellissimo 2133,Gatherings At Chambers Creek,Houston,TX,Willis,77318,Willis,403476.0,09/05/2024 10:50:25 PM
8472,Beazer Homes,https://www.beazer.com/houston-tx/gatherings-at-chambers-creek/cibola/14237-juniper-breeze-court,House,Cibola 2134,Gatherings At Chambers Creek,Houston,TX,Willis,77318,Willis,405928.0,09/05/2024 10:50:25 PM
