product_num,brand,url,type,title,community,market,state,collection,city,fullzips,msa,price,sq_ft,data_src,date
1760,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/jefferson-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Jefferson II,,77080,Houston,"474,950","2,334",No Plan,19/05/2024 10:41:53 PM
7010,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/carter,Home Builder,,K.Hovnanian Homes,Houston,TX,Carter,,77080,Houston,"399,950","1,422",No Plan,19/05/2024 10:41:53 PM
3215,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/reagan,Home Builder,,K.Hovnanian Homes,Houston,TX,Reagan,,77080,Houston,"394,950","1,404",No Plan,19/05/2024 10:41:53 PM
3718,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/penelope,Home Builder,,K.Hovnanian Homes,Houston,TX,Penelope,,77080,Houston,"454,950","2,119",No Plan,19/05/2024 10:41:53 PM
1819,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/frances,Home Builder,,K.Hovnanian Homes,Houston,TX,Frances,,77080,Houston,"459,950","2,080",No Plan,19/05/2024 10:41:53 PM
8610,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/naples,Home Builder,,K.Hovnanian Homes,Houston,TX,Naples,,77080,Houston,"424,950","1,755",No Plan,19/05/2024 10:41:53 PM
2715,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/radcliffe-ii-444ec681-2bb4-48ae-b1da-a9bb684c5891,Home Builder,,K.Hovnanian Homes,Houston,TX,Radcliffe II,,77080,Houston,"469,950","2,299",No Plan,19/05/2024 10:41:53 PM
3869,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/samuel,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Samuel,,77523,Mont-Belvieu,"463,950","2,811",No Plan,19/05/2024 10:41:53 PM
6529,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/andrew,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Andrew,,77523,Mont-Belvieu,"499,950","3,321",No Plan,19/05/2024 10:41:53 PM
3796,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/millie,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Millie,,77523,Mont-Belvieu,"504,950","3,499",No Plan,19/05/2024 10:41:53 PM
7207,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/easton-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Easton II,,77523,Mont-Belvieu,"459,950","2,663",No Plan,19/05/2024 10:41:53 PM
3711,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/savannah-28d6becc-d60b-4633-9282-98ffd70d4b2a,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Savannah,,77523,Mont-Belvieu,"459,950","2,617",No Plan,19/05/2024 10:41:53 PM
7936,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/elaine,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Elaine,,77523,Mont-Belvieu,"489,950","3,143",No Plan,19/05/2024 10:41:53 PM
9626,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/sawyer-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Sawyer II,,77523,Mont-Belvieu,"444,950","2,503",No Plan,19/05/2024 10:41:53 PM
5080,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/walden,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Walden,,77523,Mont-Belvieu,"422,950","2,349",No Plan,19/05/2024 10:41:53 PM
3767,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/juniper-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Juniper II,,77523,Mont-Belvieu,"388,950","2,044",No Plan,19/05/2024 10:41:53 PM
6207,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/willard-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Willard II,,77523,Mont-Belvieu,"427,950","2,564",No Plan,19/05/2024 10:41:53 PM
7363,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/margaret,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Margaret,,77523,Mont-Belvieu,"474,950","2,931",No Plan,19/05/2024 10:41:53 PM
3635,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/hayden,Home Builder,,K.Hovnanian Homes,Waller,TX,Hayden,,77484,Waller,"549,950","3,385",No Plan,19/05/2024 10:41:53 PM
3000,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/millie,Home Builder,,K.Hovnanian Homes,Waller,TX,Millie,,77484,Waller,"559,950","3,499",No Plan,19/05/2024 10:41:53 PM
3088,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/samuel,Home Builder,,K.Hovnanian Homes,Waller,TX,Samuel,,77484,Waller,"499,950","2,811",No Plan,19/05/2024 10:41:53 PM
7392,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/rebecca,Home Builder,,K.Hovnanian Homes,Waller,TX,Rebecca,,77484,Waller,"584,950","3,967",No Plan,19/05/2024 10:41:53 PM
7344,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/elin,Home Builder,,K.Hovnanian Homes,Waller,TX,Elin,,77484,Waller,"524,950","2,967",No Plan,19/05/2024 10:41:53 PM
3536,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/lauren,Home Builder,,K.Hovnanian Homes,Waller,TX,Lauren,,77484,Waller,"589,950","4,035",No Plan,19/05/2024 10:41:53 PM
6522,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/margaret,Home Builder,,K.Hovnanian Homes,Waller,TX,Margaret,,77484,Waller,"509,950","2,931",No Plan,19/05/2024 10:41:53 PM
2318,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/adaline,Home Builder,,K.Hovnanian Homes,Waller,TX,Adaline,,77484,Waller,"594,950","4,044",No Plan,19/05/2024 10:41:53 PM
5164,Hovnanian,https://www.khov.com/find-new-homes/california/bakersfield/93306/k-hovnanian-homes/lantana/agave,Home Builder,,K.Hovnanian Homes,Bakersfield,CA,Agave,,93306,Bakersfield,"447,990","1,900",No Plan,19/05/2024 10:41:53 PM
8410,Hovnanian,https://www.khov.com/find-new-homes/california/bakersfield/93306/k-hovnanian-homes/lantana/marigold,Home Builder,,K.Hovnanian Homes,Bakersfield,CA,Marigold,,93306,Bakersfield,"475,990","2,080",No Plan,19/05/2024 10:41:53 PM
5308,Hovnanian,https://www.khov.com/find-new-homes/california/bakersfield/93306/k-hovnanian-homes/lantana/verbena,Home Builder,,K.Hovnanian Homes,Bakersfield,CA,Verbena,,93306,Bakersfield,"467,990","2,023",No Plan,19/05/2024 10:41:53 PM
9181,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/juniper-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Juniper II,,77318,Willis,"323,990","2,044",No Plan,19/05/2024 10:41:53 PM
3086,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/selma-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Fairbanks,,77318,Willis,"297,990","1,660",No Plan,19/05/2024 10:41:53 PM
1961,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/hoover-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Hoover II,,77318,Willis,"350,990","2,300",No Plan,19/05/2024 10:41:53 PM
5052,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/palmer-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Palmer II,,77318,Willis,"340,990","2,193",No Plan,19/05/2024 10:41:53 PM
3524,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/auburn,Home Builder,,K.Hovnanian Homes,Willis,TX,Auburn,,77318,Willis,"307,990","1,842",No Plan,19/05/2024 10:41:53 PM
4185,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/ashville,Home Builder,,K.Hovnanian Homes,Willis,TX,Ashville,,77318,Willis,"371,990","2,439",No Plan,19/05/2024 10:41:53 PM
8192,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/elmore,Home Builder,,K.Hovnanian Homes,Willis,TX,Elmore,,77318,Willis,"377,990","2,697",No Plan,19/05/2024 10:41:53 PM
9636,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/chase,Home Builder,,K.Hovnanian Homes,Willis,TX,Chase,,77318,Willis,"333,990","2,241",No Plan,19/05/2024 10:41:53 PM
2373,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/coligny-ii,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Coligny II,,29466,Mount-Pleasant,"988,990","2,446",No Plan,19/05/2024 10:41:53 PM
6465,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/riviera-ii,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Riviera II,,29466,Mount-Pleasant,"1,023,990","2,694",No Plan,19/05/2024 10:41:53 PM
3595,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/capers,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Capers,,29466,Mount-Pleasant,"1,103,990","3,373",No Plan,19/05/2024 10:41:53 PM
7391,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/copahee,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Copahee,,29466,Mount-Pleasant,"1,082,990","3,204",No Plan,19/05/2024 10:41:53 PM
9685,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/hamlin,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Hamlin,,29466,Mount-Pleasant,"1,066,990","2,930",No Plan,19/05/2024 10:41:53 PM
5577,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/kiawah,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Kiawah,,29466,Mount-Pleasant,"1,039,990","2,760",No Plan,19/05/2024 10:41:53 PM
5444,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/stono,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Stono,,29466,Mount-Pleasant,"1,018,990","2,520",No Plan,19/05/2024 10:41:53 PM
9317,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/wando,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Wando,,29466,Mount-Pleasant,"1,113,990","3,466",No Plan,19/05/2024 10:41:53 PM
7865,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/cordoba,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Cordoba,,19947,Georgetown,"519,900","2,737",No Plan,19/05/2024 10:41:53 PM
9829,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/aberdeen,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Aberdeen,,19947,Georgetown,"464,900","1,925",No Plan,19/05/2024 10:41:53 PM
3042,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/pasadena-esp,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Pasadena,,19947,Georgetown,"519,900","2,195",No Plan,19/05/2024 10:41:53 PM
2960,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/asheville,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Asheville,,19947,Georgetown,"449,900","1,822",No Plan,19/05/2024 10:41:53 PM
1568,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/barcelona,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Barcelona,,19947,Georgetown,"509,900","2,321",No Plan,19/05/2024 10:41:53 PM
1346,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/wharton/07885/k-hovnanian-homes/morris-woods/garfield-ii,Home Builder,,K.Hovnanian Homes,Wharton,NJ,Garfield II,,07885,Wharton,"507,990","1,852",No Plan,19/05/2024 10:41:53 PM
3761,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/wharton/07885/k-hovnanian-homes/morris-woods/peyton-iii,Home Builder,,K.Hovnanian Homes,Wharton,NJ,Peyton III,,07885,Wharton,"552,990","2,169",No Plan,19/05/2024 10:41:53 PM
2109,Hovnanian,https://www.khov.com/find-new-homes/virginia/alexandria/22306/k-hovnanian-homes/north-hill/kempton-i,Home Builder,,K.Hovnanian Homes,Alexandria,VA,Kempton I,,22306,Alexandria,"792,393","2,008",No Plan,19/05/2024 10:41:53 PM
9233,Hovnanian,https://www.khov.com/find-new-homes/virginia/alexandria/22306/k-hovnanian-homes/north-hill/kempton-iv,Home Builder,,K.Hovnanian Homes,Alexandria,VA,Kempton IV,,22306,Alexandria,"825,978","2,558",No Plan,19/05/2024 10:41:53 PM
6434,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/goldenrod,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Goldenrod,,43402,Bowling-Green,"359,990","1,762",No Plan,19/05/2024 10:41:53 PM
1368,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/canterbury,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Canterbury,,43402,Bowling-Green,"429,990","2,737",No Plan,19/05/2024 10:41:53 PM
2229,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/oleander,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Oleander,,43402,Bowling-Green,"364,990","2,080",No Plan,19/05/2024 10:41:53 PM
2844,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/water-lily,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Water Lily,,43402,Bowling-Green,"379,990","2,486",No Plan,19/05/2024 10:41:53 PM
8324,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/barcelona,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Barcelona,,43402,Bowling-Green,"439,990","2,345",No Plan,19/05/2024 10:41:53 PM
3570,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/willard-ii,Home Builder,,K.Hovnanian Homes,Waller,TX,Willard II,,77484,Waller,"354,950","2,580",No Plan,19/05/2024 10:41:53 PM
2233,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/blakemore-ii,Home Builder,,K.Hovnanian Homes,Waller,TX,Blakemore II,,77484,Waller,"317,950","2,009",No Plan,19/05/2024 10:41:53 PM
2402,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/elmore,Home Builder,,K.Hovnanian Homes,Waller,TX,Elmore,,77484,Waller,"374,950","2,697",No Plan,19/05/2024 10:41:53 PM
3741,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/juniper-ii,Home Builder,,K.Hovnanian Homes,Waller,TX,Juniper II,,77484,Waller,"320,950","2,044",No Plan,19/05/2024 10:41:53 PM
8168,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/savannah,Home Builder,,K.Hovnanian Homes,Waller,TX,Savannah,,77484,Waller,"379,950","2,617",No Plan,19/05/2024 10:41:53 PM
5274,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/ashville,Home Builder,,K.Hovnanian Homes,Waller,TX,Ashville,,77484,Waller,"364,950","2,477",No Plan,19/05/2024 10:41:53 PM
7474,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/auburn,Home Builder,,K.Hovnanian Homes,Waller,TX,Auburn,,77484,Waller,"309,950","1,842",No Plan,19/05/2024 10:41:53 PM
1716,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/chase,Home Builder,,K.Hovnanian Homes,Waller,TX,Chase,,77484,Waller,"334,950","2,241",No Plan,19/05/2024 10:41:53 PM
3436,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/walton-ii,Home Builder,,K.Hovnanian Homes,Waller,TX,Walton II,,77484,Waller,"379,950","2,716",No Plan,19/05/2024 10:41:53 PM
9379,Hovnanian,https://www.khov.com/find-new-homes/ohio/louisville/44641/k-hovnanian-homes/orchard-park-townhomes/beckfield,Home Builder,,K.Hovnanian Homes,Louisville,OH,Beckfield,,44641,Louisville,"244,990","1,645",No Plan,19/05/2024 10:41:53 PM
8878,Hovnanian,https://www.khov.com/find-new-homes/ohio/louisville/44641/k-hovnanian-homes/orchard-park-townhomes/dayton,Home Builder,,K.Hovnanian Homes,Louisville,OH,Dayton,,44641,Louisville,"254,990","1,882",No Plan,19/05/2024 10:41:53 PM
7156,Hovnanian,https://www.khov.com/find-new-homes/ohio/louisville/44641/k-hovnanian-homes/orchard-park-townhomes/edison,Home Builder,,K.Hovnanian Homes,Louisville,OH,Edison,,44641,Louisville,"224,990","1,759",No Plan,19/05/2024 10:41:53 PM
1698,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/tessa-iii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Tessa III,,34787,Winter-Garden,"592,990","2,743",No Plan,19/05/2024 10:41:53 PM
8527,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/nicola-ii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Nicola II,,34787,Winter-Garden,"552,990","2,156",No Plan,19/05/2024 10:41:53 PM
1224,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/grayson-ii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Grayson II,,34787,Winter-Garden,"824,990","4,008",No Plan,19/05/2024 10:41:53 PM
8105,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/lila-ii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Lila II,,34787,Winter-Garden,"478,990","1,536",No Plan,19/05/2024 10:41:53 PM
5282,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/sanya-ii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Sanya II,,34787,Winter-Garden,"718,990","2,834",No Plan,19/05/2024 10:41:53 PM
1703,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/tompkins-iii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Tompkins III,,34787,Winter-Garden,"672,990","2,614",No Plan,19/05/2024 10:41:53 PM
9393,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/xavier-ii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Xavier II,,34787,Winter-Garden,"776,990","3,636",No Plan,19/05/2024 10:41:53 PM
7677,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/tobago---extra-suite-plus,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Tobago II,,34787,Winter-Garden,"681,990","2,552",No Plan,19/05/2024 10:41:53 PM
7416,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/suncrest-ii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Suncrest II,,34787,Winter-Garden,"579,990","2,419",No Plan,19/05/2024 10:41:53 PM
8034,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/tompkins-iii-loft,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Tompkins III Loft,,34787,Winter-Garden,"751,990","3,291",No Plan,19/05/2024 10:41:53 PM
8112,Hovnanian,https://www.khov.com/find-new-homes/california/lathrop/95330/k-hovnanian-homes/pacifica-at-stanford-crossing/macon-ii,Home Builder,,K.Hovnanian Homes,Lathrop,CA,Macon II,,95330,Lathrop,"808,654","2,924",No Plan,19/05/2024 10:41:53 PM
1218,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/rochester,Home Builder,,K.Hovnanian Homes,Humble,TX,Rochester,,77396,Humble,"327,950","1,955",No Plan,19/05/2024 10:41:53 PM
9644,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/lockport-ii,Home Builder,,K.Hovnanian Homes,Humble,TX,Lockport II,,77396,Humble,"332,950","2,035",No Plan,19/05/2024 10:41:53 PM
3925,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/darlington-ii,Home Builder,,K.Hovnanian Homes,Humble,TX,Darlington II,,77396,Humble,"327,950","1,990",No Plan,19/05/2024 10:41:53 PM
7418,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/wilmington-ii,Home Builder,,K.Hovnanian Homes,Humble,TX,Wilmington II,,77396,Humble,"342,950","2,208",No Plan,19/05/2024 10:41:53 PM
5207,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/southport-ii,Home Builder,,K.Hovnanian Homes,Humble,TX,Southport II,,77396,Humble,"282,950","1,390",No Plan,19/05/2024 10:41:53 PM
5502,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/carlisle-ii,Home Builder,,K.Hovnanian Homes,Humble,TX,Carlisle II,,77396,Humble,"307,950","1,729",No Plan,19/05/2024 10:41:53 PM
7724,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/lancaster-ii,Home Builder,,K.Hovnanian Homes,Humble,TX,Lancaster II,,77396,Humble,"317,950","1,905",No Plan,19/05/2024 10:41:53 PM
9360,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/jackie-ii,Home Builder,,K.Hovnanian Homes,Humble,TX,Jackie II,,77396,Humble,"297,950","1,671",No Plan,19/05/2024 10:41:53 PM
2036,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/george,Home Builder,,K.Hovnanian Homes,Humble,TX,George,,77396,Humble,"285,950","1,417",No Plan,19/05/2024 10:41:53 PM
6371,Hovnanian,https://www.khov.com/find-new-homes/texas/humble/77396/k-hovnanian-homes/park-lakes-east/leopold,Home Builder,,K.Hovnanian Homes,Humble,TX,Leopold,,77396,Humble,"292,950","1,610",No Plan,19/05/2024 10:41:53 PM
5148,Hovnanian,https://www.khov.com/find-new-homes/california/rancho-cordova/95742/k-hovnanian-homes/paseo-at-the-ranch/punta-mita,Home Builder,,K.Hovnanian Homes,Rancho-Cordova,CA,Punta Mita,,95742,Rancho-Cordova,"520,990","1,727",No Plan,19/05/2024 10:41:53 PM
7302,Hovnanian,https://www.khov.com/find-new-homes/california/rancho-cordova/95742/k-hovnanian-homes/paseo-at-the-ranch/aruba,Home Builder,,K.Hovnanian Homes,Rancho-Cordova,CA,Aruba,,95742,Rancho-Cordova,"531,070","1,856",No Plan,19/05/2024 10:41:53 PM
8155,Hovnanian,https://www.khov.com/find-new-homes/california/rancho-cordova/95742/k-hovnanian-homes/paseo-at-the-ranch/cayman,Home Builder,,K.Hovnanian Homes,Rancho-Cordova,CA,Cayman,,95742,Rancho-Cordova,"551,310","1,906",No Plan,19/05/2024 10:41:53 PM
7673,Hovnanian,https://www.khov.com/find-new-homes/california/rancho-cordova/95742/k-hovnanian-homes/paseo-at-the-ranch/san-blas,Home Builder,,K.Hovnanian Homes,Rancho-Cordova,CA,San Blas,,95742,Rancho-Cordova,"565,020","2,028",No Plan,19/05/2024 10:41:53 PM
1287,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/k-hovnanian-homes/pleasanton/amadora,Home Builder,,K.Hovnanian Homes,Middletown,DE,Amadora,,19709,Middletown,"592,900","2,167",No Plan,19/05/2024 10:41:53 PM
5654,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/k-hovnanian-homes/pleasanton/cordoba,Home Builder,,K.Hovnanian Homes,Middletown,DE,Cordoba,,19709,Middletown,"632,900","2,737",No Plan,19/05/2024 10:41:53 PM
3804,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/k-hovnanian-homes/pleasanton/fayetteville,Home Builder,,K.Hovnanian Homes,Middletown,DE,Fayetteville,,19709,Middletown,"597,900","2,318",No Plan,19/05/2024 10:41:53 PM
1328,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/k-hovnanian-homes/pleasanton/knoxville,Home Builder,,K.Hovnanian Homes,Middletown,DE,Knoxville,,19709,Middletown,"642,900","2,794",No Plan,19/05/2024 10:41:53 PM
9299,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/k-hovnanian-homes/pleasanton/macon-ii,Home Builder,,K.Hovnanian Homes,Middletown,DE,Macon II,,19709,Middletown,"657,900","2,869",No Plan,19/05/2024 10:41:53 PM
1252,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/k-hovnanian-homes/pleasanton/stavenger,Home Builder,,K.Hovnanian Homes,Middletown,DE,Stavanger,,19709,Middletown,"713,900","3,529",No Plan,19/05/2024 10:41:53 PM
