product_num,brand,url,type,title,community,market,state,collection,city,fullzips,msa,latitude,longitude,price,sq_ft,data_src,date
1671,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/manalapan-township/07726/four-seasons/k.-hovnanian's-four-seasons-at-manalapan-crossing/killarney-ii,Home Builder,,K.Hovnanian Homes,Manalapan-Township,NJ,Killarney II,,07726,Manalapan-Township,40.25366,-74.34581,"851,990","2,062",No Plan,29/05/2024 11:52:08 PM
3103,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/munich,Home Builder,,K.Hovnanian Homes,Lewes,DE,Munich,,19958,Lewes,38.701255,-75.145094,"771,900","3,570",No Plan,29/05/2024 11:52:08 PM
2267,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/franklin,Home Builder,,K.Hovnanian Homes,Lewes,DE,Franklin,,19958,Lewes,38.701255,-75.145094,"781,900","2,963",No Plan,29/05/2024 11:52:08 PM
4835,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/kerr,Home Builder,,K.Hovnanian Homes,Lewes,DE,Kerr,,19958,Lewes,38.701255,-75.145094,"701,900","2,809",No Plan,29/05/2024 11:52:08 PM
8822,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/mykonos,Home Builder,,K.Hovnanian Homes,Lewes,DE,Mykonos,,19958,Lewes,38.701255,-75.145094,"791,900","3,472",No Plan,29/05/2024 11:52:08 PM
1238,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/tuscaloosa,Home Builder,,K.Hovnanian Homes,Lewes,DE,Tuscaloosa,,19958,Lewes,38.701255,-75.145094,"741,900","3,210",No Plan,29/05/2024 11:52:08 PM
9555,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/kelly,Home Builder,,K.Hovnanian Homes,Lewes,DE,Kelly,,19958,Lewes,38.701255,-75.145094,"661,900","2,166",No Plan,29/05/2024 11:52:08 PM
5030,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/taylor,Home Builder,,K.Hovnanian Homes,Lewes,DE,Taylor,,19958,Lewes,38.701255,-75.145094,"641,900","2,041",No Plan,29/05/2024 11:52:08 PM
3490,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/killarney-i-loft,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Killarney I Loft,,29909,Bluffton,32.25045,-80.98506,"550,990","2,745",No Plan,29/05/2024 11:52:08 PM
9813,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/ibiza-loft,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Ibiza Loft,,29909,Bluffton,32.25045,-80.98506,"555,990","2,722",No Plan,29/05/2024 11:52:08 PM
3010,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/mont-blanc-loft,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Mont Blanc Loft,,29909,Bluffton,32.25045,-80.98506,"580,990","3,209",No Plan,29/05/2024 11:52:08 PM
5502,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/donegal-loft,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Donegal Loft,,29909,Bluffton,32.25045,-80.98506,"501,990","2,489",No Plan,29/05/2024 11:52:08 PM
5622,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/dorchester,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Dorchester,,29909,Bluffton,32.25045,-80.98506,"492,990","1,818",No Plan,29/05/2024 11:52:08 PM
7358,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/grenada,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Grenada,,29909,Bluffton,32.25045,-80.98506,"426,990","1,747",No Plan,29/05/2024 11:52:08 PM
7696,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/killarney-i,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Killarney I,,29909,Bluffton,32.25045,-80.98506,"514,990","2,080",No Plan,29/05/2024 11:52:08 PM
3713,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/ibiza,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Ibiza,,29909,Bluffton,32.25045,-80.98506,"512,990","2,002",No Plan,29/05/2024 11:52:08 PM
8436,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/donegal,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Donegal,,29909,Bluffton,32.25045,-80.98506,"446,990","1,689",No Plan,29/05/2024 11:52:08 PM
9011,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/mont-blanc,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Mont Blanc,,29909,Bluffton,32.25045,-80.98506,"541,990","2,462",No Plan,29/05/2024 11:52:08 PM
2241,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/palmera-ii,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Palmera II,,29909,Bluffton,32.25045,-80.98506,"520,990","2,179",No Plan,29/05/2024 11:52:08 PM
1089,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/athens,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Athens,,29909,Bluffton,32.25045,-80.98506,"409,990","1,324",No Plan,29/05/2024 11:52:08 PM
7712,Hovnanian,https://www.khov.com/find-new-homes/california/indio/92203/four-seasons/k-hovnanians-four-seasons-at-terra-lago/fox-canyon,Home Builder,,K.Hovnanian Homes,Indio,CA,Fox Canyon,,92203,Indio,33.7361894904813,-116.177627392238,"517,753","1,884",No Plan,29/05/2024 11:52:08 PM
8593,Hovnanian,https://www.khov.com/find-new-homes/california/indio/92203/four-seasons/k-hovnanians-four-seasons-at-terra-lago/indio-hills,Home Builder,,K.Hovnanian Homes,Indio,CA,Indio Hills,,92203,Indio,33.7361894904813,-116.177627392238,"563,990","2,018",No Plan,29/05/2024 11:52:08 PM
7635,Hovnanian,https://www.khov.com/find-new-homes/california/indio/92203/four-seasons/k-hovnanians-four-seasons-at-terra-lago/mecca-hills,Home Builder,,K.Hovnanian Homes,Indio,CA,Mecca Hills,,92203,Indio,33.7361894904813,-116.177627392238,"526,474","2,166",No Plan,29/05/2024 11:52:08 PM
5211,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/athens-with-casita,Home Builder,,K.Hovnanian Homes,Summerville,SC,Athens Loft,,29486,Summerville,33.133503,-80.098409,"478,990","2,135",No Plan,29/05/2024 11:52:08 PM
5653,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/athens,Home Builder,,K.Hovnanian Homes,Summerville,SC,Athens,,29486,Summerville,33.133503,-80.098409,"434,990","1,320",No Plan,29/05/2024 11:52:08 PM
1576,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/donegal,Home Builder,,K.Hovnanian Homes,Summerville,SC,Donegal,,29486,Summerville,33.133503,-80.098409,"456,990","1,695",No Plan,29/05/2024 11:52:08 PM
1204,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/donegal-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Donegal Loft,,29486,Summerville,33.133503,-80.098409,"504,990","2,337",No Plan,29/05/2024 11:52:08 PM
3826,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/ibiza,Home Builder,,K.Hovnanian Homes,Summerville,SC,Ibiza,,29486,Summerville,33.133503,-80.098409,"488,990","2,002",No Plan,29/05/2024 11:52:08 PM
5732,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/dorchester,Home Builder,,K.Hovnanian Homes,Summerville,SC,Dorchester,,29486,Summerville,33.133503,-80.098409,"474,990","1,817",No Plan,29/05/2024 11:52:08 PM
7781,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/killarney-i,Home Builder,,K.Hovnanian Homes,Summerville,SC,Killarney I,,29486,Summerville,33.133503,-80.098409,"494,990","2,080",No Plan,29/05/2024 11:52:08 PM
4596,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/ibiza-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Ibiza Loft,,29486,Summerville,33.133503,-80.098409,"524,990","2,722",No Plan,29/05/2024 11:52:08 PM
4803,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/killarney-i-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Killarney I Loft,,29486,Summerville,33.133503,-80.098409,"533,990","2,745",No Plan,29/05/2024 11:52:08 PM
3008,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/mont-blanc,Home Builder,,K.Hovnanian Homes,Summerville,SC,Mont Blanc,,29486,Summerville,33.133503,-80.098409,"515,990","2,444",No Plan,29/05/2024 11:52:08 PM
2863,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/lewes,Home Builder,,K.Hovnanian Homes,Summerville,SC,Lewes,,29486,Summerville,33.133503,-80.098409,"508,990","2,469",No Plan,29/05/2024 11:52:08 PM
4211,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/lewes-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Lewes Loft,,29486,Summerville,33.133503,-80.098409,"550,990","3,234",No Plan,29/05/2024 11:52:08 PM
5675,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/mont-blanc-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Mont Blanc Loft,,29486,Summerville,33.133503,-80.098409,"559,990","3,209",No Plan,29/05/2024 11:52:08 PM
7076,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/marseille,Home Builder,,K.Hovnanian Homes,Summerville,SC,Marseille,,29486,Summerville,33.133503,-80.098409,"487,990","2,116",No Plan,29/05/2024 11:52:08 PM
8190,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/marseille-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Marseille Loft,,29486,Summerville,33.133503,-80.098409,"532,990","2,959",No Plan,29/05/2024 11:52:08 PM
6075,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/san-sebastian,Home Builder,,K.Hovnanian Homes,Summerville,SC,San Sebastian,,29486,Summerville,33.133503,-80.098409,"566,990","2,597",No Plan,29/05/2024 11:52:08 PM
7103,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/san-sebastian-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,San Sebastian Loft,,29486,Summerville,33.133503,-80.098409,"619,990","3,347",No Plan,29/05/2024 11:52:08 PM
1393,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/grenada,Home Builder,,K.Hovnanian Homes,Summerville,SC,Grenada,,29486,Summerville,33.133503,-80.098409,"445,990","1,747",No Plan,29/05/2024 11:52:08 PM
6374,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/porto-ranch,Home Builder,,K.Hovnanian Homes,Summerville,SC,Porto,,29486,Summerville,33.133503,-80.098409,"556,990","2,490",No Plan,29/05/2024 11:52:08 PM
2071,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/arthur,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Arthur,,77471,Rosenberg,29.5968,-95.80512,"474,990","3,382",No Plan,29/05/2024 11:52:08 PM
3765,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/elmore,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Elmore,,77471,Rosenberg,29.5968,-95.80512,"397,990","2,672",No Plan,29/05/2024 11:52:08 PM
2085,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/juniper-ii,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Juniper II,,77471,Rosenberg,29.5968,-95.80512,"367,990","2,044",No Plan,29/05/2024 11:52:08 PM
8634,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/easton-ii,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Easton II,,77471,Rosenberg,29.5968,-95.80512,"418,990","2,663",No Plan,29/05/2024 11:52:08 PM
5108,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/sawyer-ii,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Sawyer II,,77471,Rosenberg,29.5968,-95.80512,"391,990","2,483",No Plan,29/05/2024 11:52:08 PM
1689,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/auburn,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Auburn,,77471,Rosenberg,29.5968,-95.80512,"347,990","1,842",No Plan,29/05/2024 11:52:08 PM
3944,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/savannah,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Savannah,,77471,Rosenberg,29.5968,-95.80512,"424,990","2,533",No Plan,29/05/2024 11:52:08 PM
6091,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/leo,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Leo,,77471,Rosenberg,29.5968,-95.80512,"444,990","3,203",No Plan,29/05/2024 11:52:08 PM
6769,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/chase,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Chase,,77471,Rosenberg,29.5968,-95.80512,"377,990","2,241",No Plan,29/05/2024 11:52:08 PM
5396,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/venice-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Venice II,,77051,Houston,29.641324,-95.398219,"406,490","2,257",No Plan,29/05/2024 11:52:08 PM
3600,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/paris,Home Builder,,K.Hovnanian Homes,Houston,TX,Paris,,77051,Houston,29.641324,-95.398219,"427,490","2,264",No Plan,29/05/2024 11:52:08 PM
4207,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/radcliffe-ii-444ec681-2bb4-48ae-b1da-a9bb684c5891,Home Builder,,K.Hovnanian Homes,Houston,TX,Radcliffe II,,77051,Houston,29.641324,-95.398219,"407,490","2,299",No Plan,29/05/2024 11:52:08 PM
2029,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/lincoln-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Lincoln II,,77051,Houston,29.641324,-95.398219,"367,490","1,787",No Plan,29/05/2024 11:52:08 PM
8042,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/amalfi,Home Builder,,K.Hovnanian Homes,Houston,TX,Amalfi,,77051,Houston,29.641324,-95.398219,"387,490","1,947",No Plan,29/05/2024 11:52:08 PM
2982,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/jefferson-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Jefferson II,,77051,Houston,29.641324,-95.398219,"410,490","2,334",No Plan,29/05/2024 11:52:08 PM
9902,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/rome-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Rome II,,77051,Houston,29.641324,-95.398219,"406,490","2,361",No Plan,29/05/2024 11:52:08 PM
4848,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/cleveland,Home Builder,,K.Hovnanian Homes,Houston,TX,Cleveland,,77080,Houston,29.806098,-95.509548,"389,950","1,395",No Plan,29/05/2024 11:52:08 PM
1372,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/jefferson-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Jefferson II,,77080,Houston,29.806098,-95.509548,"474,950","2,334",No Plan,29/05/2024 11:52:08 PM
3004,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/carter,Home Builder,,K.Hovnanian Homes,Houston,TX,Carter,,77080,Houston,29.806098,-95.509548,"399,950","1,422",No Plan,29/05/2024 11:52:08 PM
6261,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/reagan,Home Builder,,K.Hovnanian Homes,Houston,TX,Reagan,,77080,Houston,29.806098,-95.509548,"394,950","1,404",No Plan,29/05/2024 11:52:08 PM
7399,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/penelope,Home Builder,,K.Hovnanian Homes,Houston,TX,Penelope,,77080,Houston,29.806098,-95.509548,"454,950","2,119",No Plan,29/05/2024 11:52:08 PM
9362,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/frances,Home Builder,,K.Hovnanian Homes,Houston,TX,Frances,,77080,Houston,29.806098,-95.509548,"459,950","2,080",No Plan,29/05/2024 11:52:08 PM
3291,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/naples,Home Builder,,K.Hovnanian Homes,Houston,TX,Naples,,77080,Houston,29.806098,-95.509548,"424,950","1,755",No Plan,29/05/2024 11:52:08 PM
9954,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/radcliffe-ii-444ec681-2bb4-48ae-b1da-a9bb684c5891,Home Builder,,K.Hovnanian Homes,Houston,TX,Radcliffe II,,77080,Houston,29.806098,-95.509548,"469,950","2,299",No Plan,29/05/2024 11:52:08 PM
4332,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/samuel,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Samuel,,77523,Mont-Belvieu,29.842464,-94.828075,"463,950","2,811",No Plan,29/05/2024 11:52:08 PM
2114,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/andrew,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Andrew,,77523,Mont-Belvieu,29.842464,-94.828075,"499,950","3,321",No Plan,29/05/2024 11:52:08 PM
9425,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/millie,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Millie,,77523,Mont-Belvieu,29.842464,-94.828075,"504,950","3,499",No Plan,29/05/2024 11:52:08 PM
9452,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/easton-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Easton II,,77523,Mont-Belvieu,29.842464,-94.828075,"459,950","2,663",No Plan,29/05/2024 11:52:08 PM
6841,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/savannah-28d6becc-d60b-4633-9282-98ffd70d4b2a,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Savannah,,77523,Mont-Belvieu,29.842464,-94.828075,"459,950","2,617",No Plan,29/05/2024 11:52:08 PM
2421,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/elaine,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Elaine,,77523,Mont-Belvieu,29.842464,-94.828075,"489,950","3,143",No Plan,29/05/2024 11:52:08 PM
2027,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/sawyer-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Sawyer II,,77523,Mont-Belvieu,29.842464,-94.828075,"444,950","2,503",No Plan,29/05/2024 11:52:08 PM
9790,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/walden,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Walden,,77523,Mont-Belvieu,29.842464,-94.828075,"422,950","2,349",No Plan,29/05/2024 11:52:08 PM
7349,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/juniper-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Juniper II,,77523,Mont-Belvieu,29.842464,-94.828075,"388,950","2,044",No Plan,29/05/2024 11:52:08 PM
8760,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/willard-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Willard II,,77523,Mont-Belvieu,29.842464,-94.828075,"427,950","2,564",No Plan,29/05/2024 11:52:08 PM
5002,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/margaret,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Margaret,,77523,Mont-Belvieu,29.842464,-94.828075,"474,950","2,931",No Plan,29/05/2024 11:52:08 PM
1477,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/hayden,Home Builder,,K.Hovnanian Homes,Waller,TX,Hayden,,77484,Waller,29.948838,-95.955055,"549,950","3,385",No Plan,29/05/2024 11:52:08 PM
3826,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/millie,Home Builder,,K.Hovnanian Homes,Waller,TX,Millie,,77484,Waller,29.948838,-95.955055,"559,950","3,499",No Plan,29/05/2024 11:52:08 PM
8828,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/samuel,Home Builder,,K.Hovnanian Homes,Waller,TX,Samuel,,77484,Waller,29.948838,-95.955055,"499,950","2,811",No Plan,29/05/2024 11:52:08 PM
6339,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/rebecca,Home Builder,,K.Hovnanian Homes,Waller,TX,Rebecca,,77484,Waller,29.948838,-95.955055,"584,950","3,967",No Plan,29/05/2024 11:52:08 PM
3499,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/elin,Home Builder,,K.Hovnanian Homes,Waller,TX,Elin,,77484,Waller,29.948838,-95.955055,"524,950","2,967",No Plan,29/05/2024 11:52:08 PM
4203,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/lauren,Home Builder,,K.Hovnanian Homes,Waller,TX,Lauren,,77484,Waller,29.948838,-95.955055,"589,950","4,035",No Plan,29/05/2024 11:52:08 PM
2664,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/margaret,Home Builder,,K.Hovnanian Homes,Waller,TX,Margaret,,77484,Waller,29.948838,-95.955055,"509,950","2,931",No Plan,29/05/2024 11:52:08 PM
4426,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/adaline,Home Builder,,K.Hovnanian Homes,Waller,TX,Adaline,,77484,Waller,29.948838,-95.955055,"594,950","4,044",No Plan,29/05/2024 11:52:08 PM
5759,Hovnanian,https://www.khov.com/find-new-homes/california/bakersfield/93306/k-hovnanian-homes/lantana/agave,Home Builder,,K.Hovnanian Homes,Bakersfield,CA,Agave,,93306,Bakersfield,35.4082582677773,-118.884434070925,"447,990","1,900",No Plan,29/05/2024 11:52:08 PM
2467,Hovnanian,https://www.khov.com/find-new-homes/california/bakersfield/93306/k-hovnanian-homes/lantana/marigold,Home Builder,,K.Hovnanian Homes,Bakersfield,CA,Marigold,,93306,Bakersfield,35.4082582677773,-118.884434070925,"475,990","2,080",No Plan,29/05/2024 11:52:08 PM
5705,Hovnanian,https://www.khov.com/find-new-homes/california/bakersfield/93306/k-hovnanian-homes/lantana/verbena,Home Builder,,K.Hovnanian Homes,Bakersfield,CA,Verbena,,93306,Bakersfield,35.4082582677773,-118.884434070925,"467,990","2,023",No Plan,29/05/2024 11:52:08 PM
5472,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/juniper-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Juniper II,,77318,Willis,30.421456,-95.532062,"323,990","2,044",No Plan,29/05/2024 11:52:08 PM
1368,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/selma-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Fairbanks,,77318,Willis,30.421456,-95.532062,"297,990","1,660",No Plan,29/05/2024 11:52:08 PM
