product_num,brand,url,type,title,community,market,state,collection,city,fullzips,msa,price,date
6304,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/donegal,Home Builder,,K.Hovnanian Homes,Summerville,SC,Donegal,,29486,Summerville,"455,990",09/05/2024 10:34:28 PM
9816,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/donegal-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Donegal Loft,,29486,Summerville,"503,990",09/05/2024 10:34:28 PM
9363,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/ibiza,Home Builder,,K.Hovnanian Homes,Summerville,SC,Ibiza,,29486,Summerville,"488,990",09/05/2024 10:34:28 PM
9813,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/dorchester,Home Builder,,K.Hovnanian Homes,Summerville,SC,Dorchester,,29486,Summerville,"474,990",09/05/2024 10:34:28 PM
1991,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/killarney-i,Home Builder,,K.Hovnanian Homes,Summerville,SC,Killarney I,,29486,Summerville,"494,990",09/05/2024 10:34:28 PM
5503,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/ibiza-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Ibiza Loft,,29486,Summerville,"524,990",09/05/2024 10:34:28 PM
3772,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/killarney-i-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Killarney I Loft,,29486,Summerville,"533,990",09/05/2024 10:34:28 PM
1093,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/mont-blanc,Home Builder,,K.Hovnanian Homes,Summerville,SC,Mont Blanc,,29486,Summerville,"515,990",09/05/2024 10:34:28 PM
2322,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/lewes,Home Builder,,K.Hovnanian Homes,Summerville,SC,Lewes,,29486,Summerville,"508,990",09/05/2024 10:34:28 PM
1220,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/lewes-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Lewes Loft,,29486,Summerville,"550,990",09/05/2024 10:34:28 PM
6825,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/mont-blanc-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Mont Blanc Loft,,29486,Summerville,"559,990",09/05/2024 10:34:28 PM
3795,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/marseille,Home Builder,,K.Hovnanian Homes,Summerville,SC,Marseille,,29486,Summerville,"487,990",09/05/2024 10:34:28 PM
2801,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/marseille-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,Marseille Loft,,29486,Summerville,"532,990",09/05/2024 10:34:28 PM
2024,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/san-sebastian,Home Builder,,K.Hovnanian Homes,Summerville,SC,San Sebastian,,29486,Summerville,"566,990",09/05/2024 10:34:28 PM
1943,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/san-sebastian-loft,Home Builder,,K.Hovnanian Homes,Summerville,SC,San Sebastian Loft,,29486,Summerville,"619,990",09/05/2024 10:34:28 PM
4426,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/grenada,Home Builder,,K.Hovnanian Homes,Summerville,SC,Grenada,,29486,Summerville,"444,990",09/05/2024 10:34:28 PM
4429,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/summerville/29486/four-seasons/k-hovnanians-four-seasons-at-the-lakes-of-cane-bay/porto-ranch,Home Builder,,K.Hovnanian Homes,Summerville,SC,Porto,,29486,Summerville,"556,990",09/05/2024 10:34:28 PM
1639,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/arthur,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Arthur,,77471,Rosenberg,"474,990",09/05/2024 10:34:28 PM
5227,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/elmore,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Elmore,,77471,Rosenberg,"397,990",09/05/2024 10:34:28 PM
9905,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/juniper-ii,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Juniper II,,77471,Rosenberg,"367,990",09/05/2024 10:34:28 PM
6754,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/easton-ii,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Easton II,,77471,Rosenberg,"418,990",09/05/2024 10:34:28 PM
9371,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/sawyer-ii,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Sawyer II,,77471,Rosenberg,"391,990",09/05/2024 10:34:28 PM
6076,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/auburn,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Auburn,,77471,Rosenberg,"347,990",09/05/2024 10:34:28 PM
3412,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/savannah,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Savannah,,77471,Rosenberg,"424,990",09/05/2024 10:34:28 PM
4190,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/leo,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Leo,,77471,Rosenberg,"444,990",09/05/2024 10:34:28 PM
8863,Hovnanian,https://www.khov.com/find-new-homes/texas/rosenberg/77471/k-hovnanian-homes/kingdom-heights/chase,Home Builder,,K.Hovnanian Homes,Rosenberg,TX,Chase,,77471,Rosenberg,"377,990",09/05/2024 10:34:28 PM
3787,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/venice-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Venice II,,77051,Houston,"406,490",09/05/2024 10:34:28 PM
8822,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/paris,Home Builder,,K.Hovnanian Homes,Houston,TX,Paris,,77051,Houston,"427,490",09/05/2024 10:34:28 PM
1591,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/radcliffe-ii-444ec681-2bb4-48ae-b1da-a9bb684c5891,Home Builder,,K.Hovnanian Homes,Houston,TX,Radcliffe II,,77051,Houston,"407,490",09/05/2024 10:34:28 PM
2694,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/lincoln-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Lincoln II,,77051,Houston,"367,490",09/05/2024 10:34:28 PM
6877,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/amalfi,Home Builder,,K.Hovnanian Homes,Houston,TX,Amalfi,,77051,Houston,"387,490",09/05/2024 10:34:28 PM
9642,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/jefferson-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Jefferson II,,77051,Houston,"410,490",09/05/2024 10:34:28 PM
1504,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77051/k-hovnanian-homes/kirby-landing/rome-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Rome II,,77051,Houston,"406,490",09/05/2024 10:34:28 PM
4693,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/cleveland,Home Builder,,K.Hovnanian Homes,Houston,TX,Cleveland,,77080,Houston,"389,950",09/05/2024 10:34:28 PM
4837,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/jefferson-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Jefferson II,,77080,Houston,"474,950",09/05/2024 10:34:28 PM
9889,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/carter,Home Builder,,K.Hovnanian Homes,Houston,TX,Carter,,77080,Houston,"399,950",09/05/2024 10:34:28 PM
6688,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/reagan,Home Builder,,K.Hovnanian Homes,Houston,TX,Reagan,,77080,Houston,"394,950",09/05/2024 10:34:28 PM
3806,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/penelope,Home Builder,,K.Hovnanian Homes,Houston,TX,Penelope,,77080,Houston,"454,950",09/05/2024 10:34:28 PM
8402,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/frances,Home Builder,,K.Hovnanian Homes,Houston,TX,Frances,,77080,Houston,"459,950",09/05/2024 10:34:28 PM
7924,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/naples,Home Builder,,K.Hovnanian Homes,Houston,TX,Naples,,77080,Houston,"424,950",09/05/2024 10:34:28 PM
6432,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77080/k-hovnanian-homes/knoll-court/radcliffe-ii-444ec681-2bb4-48ae-b1da-a9bb684c5891,Home Builder,,K.Hovnanian Homes,Houston,TX,Radcliffe II,,77080,Houston,"469,950",09/05/2024 10:34:28 PM
3833,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/samuel,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Samuel,,77523,Mont-Belvieu,"463,950",09/05/2024 10:34:28 PM
6128,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/andrew,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Andrew,,77523,Mont-Belvieu,"499,950",09/05/2024 10:34:28 PM
7748,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/millie,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Millie,,77523,Mont-Belvieu,"504,950",09/05/2024 10:34:28 PM
9738,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/easton-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Easton II,,77523,Mont-Belvieu,"459,950",09/05/2024 10:34:28 PM
3268,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/savannah-28d6becc-d60b-4633-9282-98ffd70d4b2a,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Savannah,,77523,Mont-Belvieu,"459,950",09/05/2024 10:34:28 PM
7471,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/elaine,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Elaine,,77523,Mont-Belvieu,"489,950",09/05/2024 10:34:28 PM
6773,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/sawyer-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Sawyer II,,77523,Mont-Belvieu,"444,950",09/05/2024 10:34:28 PM
6880,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/walden,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Walden,,77523,Mont-Belvieu,"422,950",09/05/2024 10:34:28 PM
8093,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/juniper-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Juniper II,,77523,Mont-Belvieu,"388,950",09/05/2024 10:34:28 PM
8352,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/willard-ii,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Willard II,,77523,Mont-Belvieu,"427,950",09/05/2024 10:34:28 PM
4710,Hovnanian,https://www.khov.com/find-new-homes/texas/mont-belvieu/77523/k-hovnanian-homes/lakes-of-champion's-estates/margaret,Home Builder,,K.Hovnanian Homes,Mont-Belvieu,TX,Margaret,,77523,Mont-Belvieu,"474,950",09/05/2024 10:34:28 PM
5925,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/hayden,Home Builder,,K.Hovnanian Homes,Waller,TX,Hayden,,77484,Waller,"549,950",09/05/2024 10:34:28 PM
5340,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/millie,Home Builder,,K.Hovnanian Homes,Waller,TX,Millie,,77484,Waller,"559,950",09/05/2024 10:34:28 PM
1100,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/samuel,Home Builder,,K.Hovnanian Homes,Waller,TX,Samuel,,77484,Waller,"499,950",09/05/2024 10:34:28 PM
7262,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/rebecca,Home Builder,,K.Hovnanian Homes,Waller,TX,Rebecca,,77484,Waller,"584,950",09/05/2024 10:34:28 PM
3411,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/elin,Home Builder,,K.Hovnanian Homes,Waller,TX,Elin,,77484,Waller,"524,950",09/05/2024 10:34:28 PM
3618,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/lauren,Home Builder,,K.Hovnanian Homes,Waller,TX,Lauren,,77484,Waller,"589,950",09/05/2024 10:34:28 PM
8822,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/margaret,Home Builder,,K.Hovnanian Homes,Waller,TX,Margaret,,77484,Waller,"509,950",09/05/2024 10:34:28 PM
1013,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/lakeview/adaline,Home Builder,,K.Hovnanian Homes,Waller,TX,Adaline,,77484,Waller,"594,950",09/05/2024 10:34:28 PM
2832,Hovnanian,https://www.khov.com/find-new-homes/california/bakersfield/93306/k-hovnanian-homes/lantana/agave,Home Builder,,K.Hovnanian Homes,Bakersfield,CA,Agave,,93306,Bakersfield,"439,867",09/05/2024 10:34:28 PM
4651,Hovnanian,https://www.khov.com/find-new-homes/california/bakersfield/93306/k-hovnanian-homes/lantana/marigold,Home Builder,,K.Hovnanian Homes,Bakersfield,CA,Marigold,,93306,Bakersfield,"469,179",09/05/2024 10:34:28 PM
1261,Hovnanian,https://www.khov.com/find-new-homes/california/bakersfield/93306/k-hovnanian-homes/lantana/verbena,Home Builder,,K.Hovnanian Homes,Bakersfield,CA,Verbena,,93306,Bakersfield,"466,907",09/05/2024 10:34:28 PM
3862,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/juniper-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Juniper II,,77318,Willis,"323,990",09/05/2024 10:34:28 PM
8463,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/selma-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Fairbanks,,77318,Willis,"297,990",09/05/2024 10:34:28 PM
7983,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/hoover-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Hoover II,,77318,Willis,"350,990",09/05/2024 10:34:28 PM
8200,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/palmer-ii,Home Builder,,K.Hovnanian Homes,Willis,TX,Palmer II,,77318,Willis,"340,990",09/05/2024 10:34:28 PM
5297,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/auburn,Home Builder,,K.Hovnanian Homes,Willis,TX,Auburn,,77318,Willis,"307,990",09/05/2024 10:34:28 PM
8238,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/ashville,Home Builder,,K.Hovnanian Homes,Willis,TX,Ashville,,77318,Willis,"371,990",09/05/2024 10:34:28 PM
1258,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/elmore,Home Builder,,K.Hovnanian Homes,Willis,TX,Elmore,,77318,Willis,"377,990",09/05/2024 10:34:28 PM
3072,Hovnanian,https://www.khov.com/find-new-homes/texas/willis/77318/k-hovnanian-homes/lexington-heights/chase,Home Builder,,K.Hovnanian Homes,Willis,TX,Chase,,77318,Willis,"333,990",09/05/2024 10:34:28 PM
1777,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/coligny-ii,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Coligny II,,29466,Mount-Pleasant,"988,990",09/05/2024 10:34:28 PM
9678,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/riviera-ii,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Riviera II,,29466,Mount-Pleasant,"1,023,990",09/05/2024 10:34:28 PM
5515,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/capers,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Capers,,29466,Mount-Pleasant,"1,103,990",09/05/2024 10:34:28 PM
3900,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/copahee,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Copahee,,29466,Mount-Pleasant,"1,082,990",09/05/2024 10:34:28 PM
5577,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/hamlin,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Hamlin,,29466,Mount-Pleasant,"1,066,990",09/05/2024 10:34:28 PM
8970,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/kiawah,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Kiawah,,29466,Mount-Pleasant,"1,039,990",09/05/2024 10:34:28 PM
8586,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/stono,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Stono,,29466,Mount-Pleasant,"1,018,990",09/05/2024 10:34:28 PM
9471,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/mount-pleasant/29466/k-hovnanian-homes/liberty-hill-farm/wando,Home Builder,,K.Hovnanian Homes,Mount-Pleasant,SC,Wando,,29466,Mount-Pleasant,"1,113,990",09/05/2024 10:34:28 PM
9801,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/cordoba,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Cordoba,,19947,Georgetown,"519,900",09/05/2024 10:34:28 PM
3707,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/aberdeen,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Aberdeen,,19947,Georgetown,"464,900",09/05/2024 10:34:28 PM
9689,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/pasadena-esp,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Pasadena,,19947,Georgetown,"519,900",09/05/2024 10:34:28 PM
9806,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/asheville,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Asheville,,19947,Georgetown,"449,900",09/05/2024 10:34:28 PM
8835,Hovnanian,https://www.khov.com/find-new-homes/delaware/georgetown/19947/k-hovnanian-homes/liberty-west/barcelona,Home Builder,,K.Hovnanian Homes,Georgetown,DE,Barcelona,,19947,Georgetown,"509,900",09/05/2024 10:34:28 PM
5131,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/wharton/07885/k-hovnanian-homes/morris-woods/garfield-ii,Home Builder,,K.Hovnanian Homes,Wharton,NJ,Garfield II,,07885,Wharton,"507,990",09/05/2024 10:34:28 PM
8267,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/wharton/07885/k-hovnanian-homes/morris-woods/peyton-iii,Home Builder,,K.Hovnanian Homes,Wharton,NJ,Peyton III,,07885,Wharton,"549,990",09/05/2024 10:34:28 PM
5681,Hovnanian,https://www.khov.com/find-new-homes/virginia/alexandria/22306/k-hovnanian-homes/north-hill/kempton-i,Home Builder,,K.Hovnanian Homes,Alexandria,VA,Kempton I,,22306,Alexandria,"792,393",09/05/2024 10:34:28 PM
5143,Hovnanian,https://www.khov.com/find-new-homes/virginia/alexandria/22306/k-hovnanian-homes/north-hill/kempton-iv,Home Builder,,K.Hovnanian Homes,Alexandria,VA,Kempton IV,,22306,Alexandria,"825,978",09/05/2024 10:34:28 PM
1701,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/goldenrod,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Goldenrod,,43402,Bowling-Green,"359,990",09/05/2024 10:34:28 PM
1850,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/canterbury,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Canterbury,,43402,Bowling-Green,"429,990",09/05/2024 10:34:28 PM
5206,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/oleander,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Oleander,,43402,Bowling-Green,"364,990",09/05/2024 10:34:28 PM
8990,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/water-lily,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Water Lily,,43402,Bowling-Green,"379,990",09/05/2024 10:34:28 PM
2942,Hovnanian,https://www.khov.com/find-new-homes/ohio/bowling-green/43402/k-hovnanian-homes/northwest-ohio-collection/barcelona,Home Builder,,K.Hovnanian Homes,Bowling-Green,OH,Barcelona,,43402,Bowling-Green,"439,990",09/05/2024 10:34:28 PM
4387,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/willard-ii,Home Builder,,K.Hovnanian Homes,Waller,TX,Willard II,,77484,Waller,"354,950",09/05/2024 10:34:28 PM
2634,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/blakemore-ii,Home Builder,,K.Hovnanian Homes,Waller,TX,Blakemore II,,77484,Waller,"317,950",09/05/2024 10:34:28 PM
4935,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/elmore,Home Builder,,K.Hovnanian Homes,Waller,TX,Elmore,,77484,Waller,"374,950",09/05/2024 10:34:28 PM
9205,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/juniper-ii,Home Builder,,K.Hovnanian Homes,Waller,TX,Juniper II,,77484,Waller,"320,950",09/05/2024 10:34:28 PM
6408,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/savannah,Home Builder,,K.Hovnanian Homes,Waller,TX,Savannah,,77484,Waller,"379,950",09/05/2024 10:34:28 PM
8571,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/ashville,Home Builder,,K.Hovnanian Homes,Waller,TX,Ashville,,77484,Waller,"364,950",09/05/2024 10:34:28 PM
5953,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/auburn,Home Builder,,K.Hovnanian Homes,Waller,TX,Auburn,,77484,Waller,"309,950",09/05/2024 10:34:28 PM
7253,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/chase,Home Builder,,K.Hovnanian Homes,Waller,TX,Chase,,77484,Waller,"334,950",09/05/2024 10:34:28 PM
9027,Hovnanian,https://www.khov.com/find-new-homes/texas/waller/77484/k-hovnanian-homes/oakwood-estates/walton-ii,Home Builder,,K.Hovnanian Homes,Waller,TX,Walton II,,77484,Waller,"379,950",09/05/2024 10:34:28 PM
6688,Hovnanian,https://www.khov.com/find-new-homes/ohio/louisville/44641/k-hovnanian-homes/orchard-park-townhomes/beckfield,Home Builder,,K.Hovnanian Homes,Louisville,OH,Beckfield,,44641,Louisville,"244,990",09/05/2024 10:34:28 PM
6219,Hovnanian,https://www.khov.com/find-new-homes/ohio/louisville/44641/k-hovnanian-homes/orchard-park-townhomes/dayton,Home Builder,,K.Hovnanian Homes,Louisville,OH,Dayton,,44641,Louisville,"254,990",09/05/2024 10:34:28 PM
8648,Hovnanian,https://www.khov.com/find-new-homes/ohio/louisville/44641/k-hovnanian-homes/orchard-park-townhomes/edison,Home Builder,,K.Hovnanian Homes,Louisville,OH,Edison,,44641,Louisville,"224,990",09/05/2024 10:34:28 PM
9246,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/tessa-iii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Tessa III,,34787,Winter-Garden,"592,990",09/05/2024 10:34:28 PM
2371,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/osprey-ranch/nicola-ii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Nicola II,,34787,Winter-Garden,"552,990",09/05/2024 10:34:28 PM
