product_num,brand,url,type,title,community,market,state,collection,city,fullzips,msa,price,sq_ft,site_plan,date,Sales Model,Closed,Quick Delivery,Sold,Unavailable,Future Development,Available,Reserved,total
3080,Hovnanian,https://www.khov.com/find-new-homes/ohio/elyria/44035/k-hovnanian-homes/harvest-meadows/daffodil,Home Builder,,K.Hovnanian Homes,Elyria,OH,Daffodil,,44035,Elyria,"3,11,990","1,628",No Plan,20/05/24,,,,,,,,,
1231,Hovnanian,https://www.khov.com/find-new-homes/ohio/elyria/44035/k-hovnanian-homes/harvest-meadows/oleander,Home Builder,,K.Hovnanian Homes,Elyria,OH,Oleander,,44035,Elyria,"3,18,990","2,080",No Plan,20/05/24,,,,,,,,,
3874,Hovnanian,https://www.khov.com/find-new-homes/ohio/elyria/44035/k-hovnanian-homes/harvest-meadows/water-lily,Home Builder,,K.Hovnanian Homes,Elyria,OH,Water Lily,,44035,Elyria,"3,39,990","2,486",No Plan,20/05/24,,,,,,,,,
9464,Hovnanian,https://www.khov.com/find-new-homes/ohio/jackson-township/44646/k-hovnanian-homes/heritage-park/asheville,Home Builder,,K.Hovnanian Homes,Jackson-Township,OH,Asheville,,44646,Jackson-Township,"3,99,990","1,778",No Plan,20/05/24,,,,,,,,,
2048,Hovnanian,https://www.khov.com/find-new-homes/ohio/jackson-township/44646/k-hovnanian-homes/heritage-park/boise,Home Builder,,K.Hovnanian Homes,Jackson-Township,OH,Boise,,44646,Jackson-Township,"4,22,990","1,948",No Plan,20/05/24,,,,,,,,,
1358,Hovnanian,https://www.khov.com/find-new-homes/ohio/jackson-township/44646/k-hovnanian-homes/heritage-park/tacoma,Home Builder,,K.Hovnanian Homes,Jackson-Township,OH,Tacoma,,44646,Jackson-Township,"4,38,990","2,013",No Plan,20/05/24,,,,,,,,,
9167,Hovnanian,https://www.khov.com/find-new-homes/ohio/jackson-township/44646/k-hovnanian-homes/heritage-park/pasadena,Home Builder,,K.Hovnanian Homes,Jackson-Township,OH,Pasadena,,44646,Jackson-Township,"4,47,990","2,179",No Plan,20/05/24,,,,,,,,,
7533,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/pasadena,Home Builder,,K.Hovnanian Homes,Sherman,TX,Pasadena,,75092,Sherman,"3,91,900","2,171",No Plan,20/05/24,,,,,,,,,
2903,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/asheville,Home Builder,,K.Hovnanian Homes,Sherman,TX,Asheville,,75092,Sherman,"3,58,900","1,861",No Plan,20/05/24,,,,,,,,,
7922,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/boise,Home Builder,,K.Hovnanian Homes,Sherman,TX,Boise,,75092,Sherman,"3,71,900","1,999",No Plan,20/05/24,,,,,,,,,
6345,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/santa-fe,Home Builder,,K.Hovnanian Homes,Sherman,TX,Santa Fe,,75092,Sherman,"4,57,900","3,164",No Plan,20/05/24,,,,,,,,,
4665,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/omaha,Home Builder,,K.Hovnanian Homes,Sherman,TX,Omaha,,75092,Sherman,"4,23,900","2,878",No Plan,20/05/24,,,,,,,,,
5422,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/tacoma-ii,Home Builder,,K.Hovnanian Homes,Sherman,TX,Tacoma II,,75092,Sherman,"3,97,900","2,237",No Plan,20/05/24,,,,,,,,,
5116,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/evora-ii,Home Builder,,K.Hovnanian Homes,Sherman,TX,Evora II,,75092,Sherman,"3,91,900","2,297",No Plan,20/05/24,,,,,,,,,
5290,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/kiel-ii,Home Builder,,K.Hovnanian Homes,Sherman,TX,Kiel II,,75092,Sherman,"4,16,900","2,624",No Plan,20/05/24,,,,,,,,,
1348,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/blueberry-ash,Home Builder,,K.Hovnanian Homes,Sherman,TX,Blueberry Ash,,75092,Sherman,"3,14,900","1,524",No Plan,20/05/24,,,,,,,,,
3383,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/honey-myrtle,Home Builder,,K.Hovnanian Homes,Sherman,TX,Honey Myrtle,,75092,Sherman,"3,49,900","2,126",No Plan,20/05/24,,,,,,,,,
3112,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/prairie-willow,Home Builder,,K.Hovnanian Homes,Sherman,TX,Prairie Willow,,75092,Sherman,"3,72,900","2,472",No Plan,20/05/24,,,,,,,,,
7121,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/scotch-pine,Home Builder,,K.Hovnanian Homes,Sherman,TX,Scotch Pine,,75092,Sherman,"3,47,900","2,048",No Plan,20/05/24,,,,,,,,,
8820,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/silver-maple,Home Builder,,K.Hovnanian Homes,Sherman,TX,Silver Maple,,75092,Sherman,"3,52,900","2,023",No Plan,20/05/24,,,,,,,,,
8426,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/silver-maple-ii,Home Builder,,K.Hovnanian Homes,Sherman,TX,Silver Maple II,,75092,Sherman,"3,67,900","2,386",No Plan,20/05/24,,,,,,,,,
2037,Hovnanian,https://www.khov.com/find-new-homes/texas/sherman/75092/k-hovnanian-homes/heritage-ranch/spanish-cedar,Home Builder,,K.Hovnanian Homes,Sherman,TX,Spanish Cedar,,75092,Sherman,"3,57,900","2,253",No Plan,20/05/24,,,,,,,,,
1780,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77091/k-hovnanian-homes/highland-grove/naples,Home Builder,,K.Hovnanian Homes,Houston,TX,Naples,,77091,Houston,"3,50,990","1,755",No Plan,20/05/24,,,,,,,,,
6051,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77091/k-hovnanian-homes/highland-grove/carter,Home Builder,,K.Hovnanian Homes,Houston,TX,Carter,,77091,Houston,"3,39,950","1,422",No Plan,20/05/24,,,,,,,,,
2778,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77091/k-hovnanian-homes/highland-grove/cleveland,Home Builder,,K.Hovnanian Homes,Houston,TX,Cleveland,,77091,Houston,"3,34,950","1,395",No Plan,20/05/24,,,,,,,,,
4797,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77091/k-hovnanian-homes/highland-grove/radcliffe-ii-444ec681-2bb4-48ae-b1da-a9bb684c5891,Home Builder,,K.Hovnanian Homes,Houston,TX,Radcliffe II,,77091,Houston,"3,92,990","2,299",No Plan,20/05/24,,,,,,,,,
4861,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77091/k-hovnanian-homes/highland-grove/frances,Home Builder,,K.Hovnanian Homes,Houston,TX,Frances,,77091,Houston,"3,75,990","2,080",No Plan,20/05/24,,,,,,,,,
2929,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77091/k-hovnanian-homes/highland-grove/penelope,Home Builder,,K.Hovnanian Homes,Houston,TX,Penelope,,77091,Houston,"3,79,990","2,119",No Plan,20/05/24,,,,,,,,,
5147,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77091/k-hovnanian-homes/highland-grove/reagan,Home Builder,,K.Hovnanian Homes,Houston,TX,Reagan,,77091,Houston,"3,37,950","1,404",No Plan,20/05/24,,,,,,,,,
9825,Hovnanian,https://www.khov.com/find-new-homes/texas/houston/77091/k-hovnanian-homes/highland-grove/jefferson-ii,Home Builder,,K.Hovnanian Homes,Houston,TX,Jefferson II,,77091,Houston,"3,98,990","2,334",No Plan,20/05/24,,,,,,,,,
3656,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/warren/07059/k-hovnanian-homes/hills-at-warren/new-haven,Home Builder,,K.Hovnanian Homes,Warren,NJ,New Haven,,7059,Warren,"7,62,990","2,252",No Plan,20/05/24,,,,,,,,,
4673,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/warren/07059/k-hovnanian-homes/hills-at-warren/new-hope,Home Builder,,K.Hovnanian Homes,Warren,NJ,New Hope,,7059,Warren,"6,54,990","1,632",No Plan,20/05/24,,,,,,,,,
2957,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/horizon-isle/santa-fe,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Santa Fe,,34787,Winter-Garden,"6,76,990","3,285",No Plan,20/05/24,,,,,,,,,
5231,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/horizon-isle/santa-rosa-ii,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Santa Rosa II,,34787,Winter-Garden,"5,98,990","2,207",No Plan,20/05/24,,,,,,,,,
6869,Hovnanian,https://www.khov.com/find-new-homes/florida/winter-garden/34787/k-hovnanian-homes/horizon-isle/vallejo,Home Builder,,K.Hovnanian Homes,Winter-Garden,FL,Vallejo,,34787,Winter-Garden,"7,14,990","3,719",No Plan,20/05/24,,,,,,,,,
3554,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/four-seasons/k.-hovnanian-s-four-season-s-at-baymont-farm/killarney-i,Home Builder,,K.Hovnanian Homes,Middletown,DE,Killarney I,,19709,Middletown,"5,38,900","2,080",No Plan,20/05/24,,,,,,,,,
2906,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/four-seasons/k.-hovnanian-s-four-season-s-at-baymont-farm/dorchester,Home Builder,,K.Hovnanian Homes,Middletown,DE,Dorchester,,19709,Middletown,"5,26,900","1,859",No Plan,20/05/24,,,,,,,,,
8410,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/four-seasons/k.-hovnanian-s-four-season-s-at-baymont-farm/mont-blanc,Home Builder,,K.Hovnanian Homes,Middletown,DE,Mont Blanc,,19709,Middletown,"5,64,900","2,462",No Plan,20/05/24,,,,,,,,,
5218,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/four-seasons/k.-hovnanian-s-four-season-s-at-baymont-farm/rockford,Home Builder,,K.Hovnanian Homes,Middletown,DE,Rockford,,19709,Middletown,"5,65,900","2,378",No Plan,20/05/24,,,,,,,,,
2261,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/four-seasons/k.-hovnanian-s-four-season-s-at-baymont-farm/lewes-i,Home Builder,,K.Hovnanian Homes,Middletown,DE,Lewes I,,19709,Middletown,"5,73,900","2,457",No Plan,20/05/24,,,,,,,,,
8705,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/four-seasons/k.-hovnanian-s-four-season-s-at-baymont-farm/st-michaels,Home Builder,,K.Hovnanian Homes,Middletown,DE,St Michaels,,19709,Middletown,"5,35,900","2,032",No Plan,20/05/24,,,,,,,,,
5097,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/four-seasons/k.-hovnanian-s-four-season-s-at-baymont-farm/eastwood-loft,Home Builder,,K.Hovnanian Homes,Middletown,DE,Eastwood Loft,,19709,Middletown,"5,37,900","2,441",No Plan,20/05/24,,,,,,,,,
4427,Hovnanian,https://www.khov.com/find-new-homes/delaware/middletown/19709/four-seasons/k.-hovnanian-s-four-season-s-at-baymont-farm/eastwood,Home Builder,,K.Hovnanian Homes,Middletown,DE,Eastwood,,19709,Middletown,"4,99,900","1,780",No Plan,20/05/24,,,,,,,,,
9978,Hovnanian,https://www.khov.com/find-new-homes/virginia/ruckersville/22968/four-seasons/k.-hovnanian-s-four-seasons-at-charlottesville/killarney-i-loft-a4efd4d1-e911-46bc-a4bc-0b0ef79b644a,Home Builder,,K.Hovnanian Homes,Ruckersville,VA,Killarney I Loft,,22968,Ruckersville,"5,15,990","2,745",No Plan,20/05/24,,,,,,,,,
1984,Hovnanian,https://www.khov.com/find-new-homes/virginia/ruckersville/22968/four-seasons/k.-hovnanian-s-four-seasons-at-charlottesville/grenada-ec6583ad-0068-42e9-8a6d-4abb2980e66c,Home Builder,,K.Hovnanian Homes,Ruckersville,VA,Grenada,,22968,Ruckersville,"3,87,990","1,825",No Plan,20/05/24,,,,,,,,,
9584,Hovnanian,https://www.khov.com/find-new-homes/virginia/ruckersville/22968/four-seasons/k.-hovnanian-s-four-seasons-at-charlottesville/killarney-i-f3fecf50-8a5a-498a-9692-7bae1b2eb8c5,Home Builder,,K.Hovnanian Homes,Ruckersville,VA,Killarney I,,22968,Ruckersville,"4,75,990","2,116",No Plan,20/05/24,,,,,,,,,
6405,Hovnanian,https://www.khov.com/find-new-homes/virginia/ruckersville/22968/four-seasons/k.-hovnanian-s-four-seasons-at-charlottesville/donegal,Home Builder,,K.Hovnanian Homes,Ruckersville,VA,Donegal,,22968,Ruckersville,"3,98,990","1,836",No Plan,20/05/24,,,,,,,,,
4613,Hovnanian,https://www.khov.com/find-new-homes/virginia/ruckersville/22968/four-seasons/k.-hovnanian-s-four-seasons-at-charlottesville/monterey-ii,Home Builder,,K.Hovnanian Homes,Ruckersville,VA,Monterey II,,22968,Ruckersville,"3,95,990","2,116",No Plan,20/05/24,,,,,,,,,
6235,Hovnanian,https://www.khov.com/find-new-homes/virginia/ruckersville/22968/four-seasons/k.-hovnanian-s-four-seasons-at-charlottesville/ibiza,Home Builder,,K.Hovnanian Homes,Ruckersville,VA,Ibiza,,22968,Ruckersville,"4,72,990","2,137",No Plan,20/05/24,,,,,,,,,
6488,Hovnanian,https://www.khov.com/find-new-homes/delaware/magnolia/19962/four-seasons/k.-hovnanian-s-four-seasons-at-hatteras-hills/aberdeen,Home Builder,,K.Hovnanian Homes,Magnolia,DE,Aberdeen,,19962,Magnolia,"4,36,900","1,925",No Plan,20/05/24,,,,,,,,,
3933,Hovnanian,https://www.khov.com/find-new-homes/delaware/magnolia/19962/four-seasons/k.-hovnanian-s-four-seasons-at-hatteras-hills/asheville,Home Builder,,K.Hovnanian Homes,Magnolia,DE,Asheville,,19962,Magnolia,"4,21,900","1,822",No Plan,20/05/24,,,,,,,,,
9053,Hovnanian,https://www.khov.com/find-new-homes/delaware/magnolia/19962/four-seasons/k.-hovnanian-s-four-seasons-at-hatteras-hills/barcelona,Home Builder,,K.Hovnanian Homes,Magnolia,DE,Barcelona,,19962,Magnolia,"4,94,900","2,321",No Plan,20/05/24,,,,,,,,,
6169,Hovnanian,https://www.khov.com/find-new-homes/delaware/magnolia/19962/four-seasons/k.-hovnanian-s-four-seasons-at-hatteras-hills/cordoba,Home Builder,,K.Hovnanian Homes,Magnolia,DE,Cordoba,,19962,Magnolia,"4,76,900","2,737",No Plan,20/05/24,,,,,,,,,
6232,Hovnanian,https://www.khov.com/find-new-homes/delaware/magnolia/19962/four-seasons/k.-hovnanian-s-four-seasons-at-hatteras-hills/daffodil-v,Home Builder,,K.Hovnanian Homes,Magnolia,DE,Daffodil V,,19962,Magnolia,"3,96,900","1,627",No Plan,20/05/24,,,,,,,,,
9720,Hovnanian,https://www.khov.com/find-new-homes/california/dixon/95620/four-seasons/k.-hovnanian's-four-seasons-at-homestead/duoro,Home Builder,,K.Hovnanian Homes,Dixon,CA,Duoro,,95620,Dixon,"6,41,211","1,901",No Plan,20/05/24,,,,,,,,,
4914,Hovnanian,https://www.khov.com/find-new-homes/california/dixon/95620/four-seasons/k.-hovnanian's-four-seasons-at-homestead/kuala,Home Builder,,K.Hovnanian Homes,Dixon,CA,Kuala,,95620,Dixon,"6,49,195","2,084",No Plan,20/05/24,,,,,,,,,
7406,Hovnanian,https://www.khov.com/find-new-homes/california/dixon/95620/four-seasons/k.-hovnanian's-four-seasons-at-homestead/casa,Home Builder,,K.Hovnanian Homes,Dixon,CA,Casa,,95620,Dixon,"5,35,990","1,460",No Plan,20/05/24,,,,,,,,,
4134,Hovnanian,https://www.khov.com/find-new-homes/california/dixon/95620/four-seasons/k.-hovnanian's-four-seasons-at-homestead/madera,Home Builder,,K.Hovnanian Homes,Dixon,CA,Madera,,95620,Dixon,"5,39,990","1,521",No Plan,20/05/24,,,,,,,,,
5181,Hovnanian,https://www.khov.com/find-new-homes/california/dixon/95620/four-seasons/k.-hovnanian's-four-seasons-at-homestead/rincon,Home Builder,,K.Hovnanian Homes,Dixon,CA,Rincon,,95620,Dixon,"5,59,990","1,640",No Plan,20/05/24,,,,,,,,,
8474,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/jenkins,Home Builder,,K.Hovnanian Homes,Chester,MD,Jenkins II,,21619,Chester,"6,31,900","1,996",No Plan,20/05/24,,,,,,,,,
5043,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/simone,Home Builder,,K.Hovnanian Homes,Chester,MD,Simone,,21619,Chester,"6,66,900","2,791",No Plan,20/05/24,,,,,,,,,
8530,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/kerr,Home Builder,,K.Hovnanian Homes,Chester,MD,Kerr,,21619,Chester,"7,52,900","2,809",No Plan,20/05/24,,,,,,,,,
5157,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/kelly,Home Builder,,K.Hovnanian Homes,Chester,MD,Kelly,,21619,Chester,"7,07,900","2,166",No Plan,20/05/24,,,,,,,,,
1962,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/taylor,Home Builder,,K.Hovnanian Homes,Chester,MD,Taylor,,21619,Chester,"6,85,900","2,041",No Plan,20/05/24,,,,,,,,,
2610,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/tuscaloosa,Home Builder,,K.Hovnanian Homes,Chester,MD,Tuscaloosa,,21619,Chester,"7,81,900","3,210",No Plan,20/05/24,,,,,,,,,
2277,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/franklin,Home Builder,,K.Hovnanian Homes,Chester,MD,Franklin,,21619,Chester,"7,89,900","2,963",No Plan,20/05/24,,,,,,,,,
4040,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/munich,Home Builder,,K.Hovnanian Homes,Chester,MD,Munich,,21619,Chester,"8,14,900","3,570",No Plan,20/05/24,,,,,,,,,
7926,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/mykonos,Home Builder,,K.Hovnanian Homes,Chester,MD,Mykonos,,21619,Chester,"8,17,900","3,472",No Plan,20/05/24,,,,,,,,,
8741,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island/bernstein-ii,Home Builder,,K.Hovnanian Homes,Chester,MD,Bernstein II,,21619,Chester,"6,01,900","1,693",No Plan,20/05/24,,,,,,,,,
8243,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island---luxury-condos/chester---condominium,Home Builder,,K.Hovnanian Homes,Chester,MD,Chester,,21619,Chester,"4,59,990","1,900",No Plan,20/05/24,,,,,,,,,
9248,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island---luxury-condos/magothy---condominium,Home Builder,,K.Hovnanian Homes,Chester,MD,Magothy,,21619,Chester,"4,59,990","2,003",No Plan,20/05/24,,,,,,,,,
8471,Hovnanian,https://www.khov.com/find-new-homes/maryland/chester/21619/four-seasons/k.-hovnanian-s-four-seasons-at-kent-island---luxury-condos/severn---condominium,Home Builder,,K.Hovnanian Homes,Chester,MD,Severn,,21619,Chester,"5,44,990","2,602",No Plan,20/05/24,,,,,,,,,
9844,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/manalapan-township/07726/four-seasons/k.-hovnanian's-four-seasons-at-manalapan-crossing/dorchester,Home Builder,,K.Hovnanian Homes,Manalapan-Township,NJ,Dorchester,,7726,Manalapan-Township,"7,88,990","1,817",No Plan,20/05/24,,,,,,,,,
3565,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/manalapan-township/07726/four-seasons/k.-hovnanian's-four-seasons-at-manalapan-crossing/palmera-ii,Home Builder,,K.Hovnanian Homes,Manalapan-Township,NJ,Palmera II,,7726,Manalapan-Township,"8,33,990","2,334",No Plan,20/05/24,,,,,,,,,
4631,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/manalapan-township/07726/four-seasons/k.-hovnanian's-four-seasons-at-manalapan-crossing/ibiza,Home Builder,,K.Hovnanian Homes,Manalapan-Township,NJ,Ibiza,,7726,Manalapan-Township,"8,18,990","2,002",No Plan,20/05/24,,,,,,,,,
9636,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/manalapan-township/07726/four-seasons/k.-hovnanian's-four-seasons-at-manalapan-crossing/dorchester-loft,Home Builder,,K.Hovnanian Homes,Manalapan-Township,NJ,Dorchester Loft,,7726,Manalapan-Township,"8,38,990","2,601",No Plan,20/05/24,,,,,,,,,
2448,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/manalapan-township/07726/four-seasons/k.-hovnanian's-four-seasons-at-manalapan-crossing/ibiza-ii-loft,Home Builder,,K.Hovnanian Homes,Manalapan-Township,NJ,Ibiza II Loft,,7726,Manalapan-Township,"8,68,990","2,821",No Plan,20/05/24,,,,,,,,,
8533,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/manalapan-township/07726/four-seasons/k.-hovnanian's-four-seasons-at-manalapan-crossing/killarney-iii-loft,Home Builder,,K.Hovnanian Homes,Manalapan-Township,NJ,Killarney III Loft,,7726,Manalapan-Township,"9,08,990","3,092",No Plan,20/05/24,,,,,,,,,
4606,Hovnanian,https://www.khov.com/find-new-homes/new-jersey/manalapan-township/07726/four-seasons/k.-hovnanian's-four-seasons-at-manalapan-crossing/killarney-ii,Home Builder,,K.Hovnanian Homes,Manalapan-Township,NJ,Killarney II,,7726,Manalapan-Township,"8,48,990","2,062",No Plan,20/05/24,,,,,,,,,
6173,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/munich,Home Builder,,K.Hovnanian Homes,Lewes,DE,Munich,,19958,Lewes,"7,41,900","3,570",No Plan,20/05/24,,,,,,,,,
6886,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/franklin,Home Builder,,K.Hovnanian Homes,Lewes,DE,Franklin,,19958,Lewes,"7,81,900","2,963",No Plan,20/05/24,,,,,,,,,
9083,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/kerr,Home Builder,,K.Hovnanian Homes,Lewes,DE,Kerr,,19958,Lewes,"7,01,900","2,809",No Plan,20/05/24,,,,,,,,,
2157,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/mykonos,Home Builder,,K.Hovnanian Homes,Lewes,DE,Mykonos,,19958,Lewes,"8,21,900","3,472",No Plan,20/05/24,,,,,,,,,
4638,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/tuscaloosa,Home Builder,,K.Hovnanian Homes,Lewes,DE,Tuscaloosa,,19958,Lewes,"7,41,900","3,210",No Plan,20/05/24,,,,,,,,,
1037,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/kelly,Home Builder,,K.Hovnanian Homes,Lewes,DE,Kelly,,19958,Lewes,"6,61,900","2,166",No Plan,20/05/24,,,,,,,,,
3248,Hovnanian,https://www.khov.com/find-new-homes/delaware/lewes/19958/four-seasons/k.-hovnanian-s-four-seasons-at-scenic-harbor/taylor,Home Builder,,K.Hovnanian Homes,Lewes,DE,Taylor,,19958,Lewes,"6,41,900","2,041",No Plan,20/05/24,,,,,,,,,
2580,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/killarney-i-loft,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Killarney I Loft,,29909,Bluffton,"5,50,990","2,745",No Plan,20/05/24,,,,,,,,,
8357,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/ibiza-loft,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Ibiza Loft,,29909,Bluffton,"5,55,990","2,722",No Plan,20/05/24,,,,,,,,,
3224,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/mont-blanc-loft,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Mont Blanc Loft,,29909,Bluffton,"5,80,990","3,209",No Plan,20/05/24,,,,,,,,,
3333,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/donegal-loft,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Donegal Loft,,29909,Bluffton,"5,01,990","2,489",No Plan,20/05/24,,,,,,,,,
3323,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/dorchester,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Dorchester,,29909,Bluffton,"4,92,990","1,818",No Plan,20/05/24,,,,,,,,,
9335,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/grenada,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Grenada,,29909,Bluffton,"4,26,990","1,747",No Plan,20/05/24,,,,,,,,,
2411,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/killarney-i,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Killarney I,,29909,Bluffton,"5,14,990","2,080",No Plan,20/05/24,,,,,,,,,
2020,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/ibiza,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Ibiza,,29909,Bluffton,"5,12,990","2,002",No Plan,20/05/24,,,,,,,,,
1500,Hovnanian,https://www.khov.com/find-new-homes/south-carolina/bluffton/29909/four-seasons/k-hovnanians-four-seasons-at-carolina-oaks/donegal,Home Builder,,K.Hovnanian Homes,Bluffton,SC,Donegal,,29909,Bluffton,"4,46,990","1,689",No Plan,20/05/24,,,,,,,,,
